ID_PENDAFTARAN,EMAIL,NO_TES,VACANCY_ID_PLAN,MATCH_SCORE_PLAN,MATCH_CATEGORY_PLAN,CONTRACT_STATUS,CONTRACT_DATE,CONTRACT_REJECTION_REASON,ACTUAL_VACANCY_ID,ACTUAL_POSITION_NAME,ACTUAL_UNIT_NAME,ACTUAL_LOCATION,IS_SYNTHETIC
REG-2026-08920,malamelani247@outlook.com,TES-AKD-2026-08001,VAC-002,94.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08921,tantriraha373@yahoo.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08922,baktiantos618@pln.co.id,TES-AKD-2026-08002,VAC-001,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08923,kuncarawac570@pln.co.id,TES-AKD-2026-08003,VAC-001,100.0,STRONG_MATCH,SIGNED,2026-05-10,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08924,cindypudji455@yahoo.com,TES-AKD-2026-08004,VAC-032,62.8,LOW_MATCH,SIGNED,2026-04-19,,VAC-032,Engineer Energi Terbarukan,PLN UIW Maluku,Ambon,1
REG-2026-08925,kacunghida792@yahoo.com,TES-AKD-2026-08005,VAC-054,39.6,LOW_MATCH,SIGNED,2026-05-24,,VAC-054,Data Analyst,PLN UIW Papua,Jayapura,1
REG-2026-08926,ciciriyant571@pln.co.id,TES-AKD-2026-08006,VAC-017,100.0,STRONG_MATCH,SIGNED,2026-05-30,,VAC-017,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08927,dinapuspit112@outlook.com,TES-AKD-2026-08007,VAC-002,93.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08928,maraswacan745@pln.co.id,TES-AKD-2026-08008,VAC-053,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08929,novausamah938@outlook.com,TES-AKD-2026-08009,VAC-001,68.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08930,alikaprati700@gmail.com,TES-AKD-2026-08010,VAC-040,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08931,emasanggri986@yahoo.com,TES-AKD-2026-08011,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08932,virmankusu649@pln.co.id,TES-AKD-2026-08012,VAC-001,67.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08933,jatisuryon851@pln.co.id,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08934,farahnasyi59@yahoo.com,,VAC-001,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08935,karimahpra440@yahoo.com,TES-AKD-2026-08013,VAC-013,93.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08936,rudipraset163@pln.co.id,TES-AKD-2026-08014,VAC-035,67.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08937,artantomeg51@gmail.com,TES-AKD-2026-08015,VAC-004,62.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08938,cahyonohab307@pln.co.id,TES-AKD-2026-08016,VAC-006,61.9,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08939,candrawask769@outlook.com,TES-AKD-2026-08017,VAC-022,70.0,MODERATE_MATCH,SIGNED,2026-06-14,,VAC-022,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08940,darmanhali968@yahoo.com,TES-AKD-2026-08018,VAC-023,39.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08941,salsabilah704@pln.co.id,,VAC-010,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08942,hanisusant523@gmail.com,TES-AKD-2026-08019,VAC-010,93.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08943,emilmaryad485@outlook.com,,VAC-012,42.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08944,farahprast667@pln.co.id,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08945,eriktamba786@pln.co.id,TES-AKD-2026-08020,VAC-001,69.3,MODERATE_MATCH,SIGNED,2026-04-26,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08946,mariawidia172@yahoo.com,TES-AKD-2026-08021,VAC-030,66.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08947,almirautam41@yahoo.com,TES-AKD-2026-08022,VAC-014,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08948,anitahassa989@pln.co.id,TES-AKD-2026-08023,VAC-005,95.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08949,tasnimwina539@pln.co.id,TES-AKD-2026-08024,VAC-032,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08950,halimahast417@pln.co.id,TES-AKD-2026-08025,VAC-021,96.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08951,yaniaryani76@outlook.com,TES-AKD-2026-08026,VAC-035,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08952,lalamaryat962@yahoo.com,TES-AKD-2026-08027,VAC-015,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08953,kalatamba462@outlook.com,TES-AKD-2026-08028,VAC-003,97.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08954,hildahastu524@pln.co.id,TES-AKD-2026-08029,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08955,zulfalaksm211@outlook.com,TES-AKD-2026-08030,VAC-018,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08956,yuniutami747@gmail.com,TES-AKD-2026-08031,VAC-001,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08957,hasnanasyi909@gmail.com,TES-AKD-2026-08032,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08958,julikuswan714@outlook.com,TES-AKD-2026-08033,VAC-006,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08959,safinapurn518@gmail.com,TES-AKD-2026-08034,VAC-002,100.0,STRONG_MATCH,SIGNED,2026-04-04,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-08960,rahayuprat568@pln.co.id,TES-AKD-2026-08035,VAC-001,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08961,rachelwast314@pln.co.id,TES-AKD-2026-08036,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08962,taufannugr478@yahoo.com,TES-AKD-2026-08037,VAC-023,39.9,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08963,galakirawa358@outlook.com,,VAC-013,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08964,tinapurnaw789@yahoo.com,TES-AKD-2026-08038,VAC-006,68.9,MODERATE_MATCH,SIGNED,2026-04-25,,VAC-004,Data Analyst,PLN UIW Nusa Tenggara,Kupang,1
REG-2026-08965,gawatimand685@yahoo.com,TES-AKD-2026-08039,VAC-003,63.2,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08966,amaliaangg144@pln.co.id,TES-AKD-2026-08040,VAC-004,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08967,rusmanhaki278@yahoo.com,TES-AKD-2026-08041,VAC-035,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08968,fathonahpa49@gmail.com,TES-AKD-2026-08042,VAC-005,92.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08969,raisanasyi608@gmail.com,TES-AKD-2026-08043,VAC-001,99.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08970,jayawijaya816@outlook.com,,VAC-046,20.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08971,janearyani574@pln.co.id,TES-AKD-2026-08044,VAC-047,66.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08972,michellear519@pln.co.id,TES-AKD-2026-08045,VAC-004,64.4,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08973,karimanpra174@yahoo.com,TES-AKD-2026-08046,VAC-008,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08974,almirayuli367@outlook.com,TES-AKD-2026-08047,VAC-008,70.0,MODERATE_MATCH,SIGNED,2026-05-03,,VAC-008,Engineer Proyek Sipil,PLN UID Jawa Timur,Surabaya,1
REG-2026-08975,kurniabudi913@gmail.com,TES-AKD-2026-08048,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08976,lailasurya118@outlook.com,TES-AKD-2026-08049,VAC-002,66.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08977,tirapurnaw582@yahoo.com,TES-AKD-2026-08050,VAC-003,99.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08978,elisusanti929@yahoo.com,TES-AKD-2026-08051,VAC-003,94.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08979,respatipra170@pln.co.id,,VAC-002,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08980,siskaandri20@gmail.com,TES-AKD-2026-08052,VAC-001,67.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08981,yunitamaya25@gmail.com,TES-AKD-2026-08053,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08982,jagapatima708@yahoo.com,TES-AKD-2026-08054,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08983,halimarahm191@pln.co.id,TES-AKD-2026-08055,VAC-017,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08984,sitilailas661@gmail.com,TES-AKD-2026-08056,VAC-005,95.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08985,ciaobellas554@outlook.com,TES-AKD-2026-08057,VAC-023,99.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08986,silviamela400@yahoo.com,TES-AKD-2026-08058,VAC-021,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08987,galurhutas757@gmail.com,TES-AKD-2026-08059,VAC-005,98.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08988,eluhwacana826@outlook.com,TES-AKD-2026-08060,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08989,cecepsuwar377@outlook.com,TES-AKD-2026-08061,VAC-010,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08990,taliarahay445@gmail.com,TES-AKD-2026-08062,VAC-002,64.3,LOW_MATCH,SIGNED,2026-05-31,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08991,lalaaryani149@gmail.com,TES-AKD-2026-08063,VAC-025,65.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08992,omansitomp963@gmail.com,TES-AKD-2026-08064,VAC-010,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08993,elisafarid912@yahoo.com,TES-AKD-2026-08065,VAC-004,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08994,vanyawidia807@pln.co.id,TES-AKD-2026-08066,VAC-005,97.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08995,nugrahasit413@outlook.com,TES-AKD-2026-08067,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08996,puspayulia881@yahoo.com,TES-AKD-2026-08068,VAC-023,68.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08997,kawacamega733@gmail.com,TES-AKD-2026-08069,VAC-012,69.0,MODERATE_MATCH,SIGNED,2026-05-25,,VAC-012,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-08998,ratnapalas761@outlook.com,TES-AKD-2026-08070,VAC-004,91.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-08999,gardaprata960@gmail.com,TES-AKD-2026-08071,VAC-008,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09000,kalawidodo661@outlook.com,TES-AKD-2026-08072,VAC-012,96.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09001,caturjanua829@pln.co.id,TES-AKD-2026-08073,VAC-015,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09002,taswirmarp767@gmail.com,TES-AKD-2026-08074,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09003,ikamayasar321@outlook.com,TES-AKD-2026-08075,VAC-007,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09004,kambalisim879@pln.co.id,TES-AKD-2026-08076,VAC-001,67.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09005,samsulnaba756@pln.co.id,TES-AKD-2026-08077,VAC-005,97.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09006,yuliahalim310@outlook.com,TES-AKD-2026-08078,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09007,mutiamardh157@gmail.com,TES-AKD-2026-08079,VAC-005,92.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09008,galuhsaput240@gmail.com,TES-AKD-2026-08080,VAC-040,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09009,arishalim250@yahoo.com,TES-AKD-2026-08081,VAC-008,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09010,alikalaila701@outlook.com,TES-AKD-2026-08082,VAC-004,63.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09011,intannurai806@pln.co.id,TES-AKD-2026-08083,VAC-021,69.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09012,cayadimary995@outlook.com,TES-AKD-2026-08084,VAC-002,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09013,johanprayo288@outlook.com,,VAC-046,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09014,salsabilay519@pln.co.id,TES-AKD-2026-08085,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09015,tantrilest145@pln.co.id,TES-AKD-2026-08086,VAC-023,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09016,umartariho394@pln.co.id,TES-AKD-2026-08087,VAC-010,97.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09017,dirjasihom869@yahoo.com,TES-AKD-2026-08088,VAC-001,70.0,MODERATE_MATCH,SIGNED,2026-05-12,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-09018,humairawid546@pln.co.id,TES-AKD-2026-08089,VAC-002,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09019,padmizulai169@yahoo.com,TES-AKD-2026-08090,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09020,vivinurdiy432@pln.co.id,TES-AKD-2026-08091,VAC-002,58.9,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09021,gambirawin295@outlook.com,TES-AKD-2026-08092,VAC-002,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09022,ichaandria176@pln.co.id,TES-AKD-2026-08093,VAC-003,65.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09023,kenarinats393@gmail.com,TES-AKD-2026-08094,VAC-020,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09024,rinilaksmi681@outlook.com,TES-AKD-2026-08095,VAC-035,97.2,STRONG_MATCH,SIGNED,2026-06-14,,VAC-035,Analis Supply Chain,PLN UIP Sulawesi,Makassar,1
REG-2026-09025,humairayul807@yahoo.com,TES-AKD-2026-08096,VAC-008,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09026,melindariy857@yahoo.com,TES-AKD-2026-08097,VAC-022,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09027,daliminpra781@outlook.com,TES-AKD-2026-08098,VAC-005,66.9,MODERATE_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-09028,wasisfirga56@outlook.com,TES-AKD-2026-08099,VAC-014,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09029,ayumaryati43@pln.co.id,,VAC-006,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09030,nilamnurai419@yahoo.com,,VAC-002,38.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09031,wardihutag814@yahoo.com,TES-AKD-2026-08100,VAC-004,67.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09032,veromanull811@pln.co.id,TES-AKD-2026-08101,VAC-009,99.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09033,viktorlatu349@pln.co.id,TES-AKD-2026-08102,VAC-017,94.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09034,pusparahay948@pln.co.id,TES-AKD-2026-08103,VAC-043,94.1,STRONG_MATCH,SIGNED,2026-04-30,,VAC-043,Data Analyst,PLN UIW Papua,Jayapura,1
REG-2026-09035,niyagaraja871@gmail.com,TES-AKD-2026-08104,VAC-001,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09036,puputandri306@outlook.com,TES-AKD-2026-08105,VAC-005,98.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09037,endramarpa229@pln.co.id,TES-AKD-2026-08106,VAC-007,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09038,titiyoland580@gmail.com,TES-AKD-2026-08107,VAC-013,62.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09039,dimasbudiy78@pln.co.id,TES-AKD-2026-08108,VAC-014,64.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09040,hastautama646@pln.co.id,TES-AKD-2026-08109,VAC-004,63.4,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09041,dalimaokta34@gmail.com,TES-AKD-2026-08110,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09042,wulanperti700@gmail.com,TES-AKD-2026-08111,VAC-018,66.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09043,lasmonojai833@pln.co.id,TES-AKD-2026-08112,VAC-007,61.1,LOW_MATCH,SIGNED,2026-04-05,,VAC-007,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-09044,legawafirg728@yahoo.com,TES-AKD-2026-08113,VAC-002,68.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09045,piawinarsi725@gmail.com,TES-AKD-2026-08114,VAC-007,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09046,diannasyid108@outlook.com,TES-AKD-2026-08115,VAC-008,91.6,STRONG_MATCH,SIGNED,2026-05-28,,VAC-008,Engineer Proyek Sipil,PLN UID Jawa Timur,Surabaya,1
REG-2026-09047,kurnialazu54@outlook.com,TES-AKD-2026-08116,VAC-002,63.2,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09048,hestinasyi162@yahoo.com,TES-AKD-2026-08117,VAC-003,97.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09049,yessiandri180@pln.co.id,TES-AKD-2026-08118,VAC-037,67.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09050,primamarya80@outlook.com,TES-AKD-2026-08119,VAC-023,68.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09051,almirawast266@gmail.com,TES-AKD-2026-08120,VAC-001,70.0,MODERATE_MATCH,SIGNED,2026-06-27,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-09052,lutfanprad769@yahoo.com,TES-AKD-2026-08121,VAC-012,100.0,STRONG_MATCH,SIGNED,2026-05-25,,VAC-012,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-09053,naradisala561@outlook.com,TES-AKD-2026-08122,VAC-005,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09054,kandawidod287@gmail.com,TES-AKD-2026-08123,VAC-025,99.5,STRONG_MATCH,SIGNED,2026-04-02,,VAC-025,Spesialis K3L,PLN UIP Kalimantan Timur,Balikpapan,1
REG-2026-09055,dalimamuly864@pln.co.id,TES-AKD-2026-08124,VAC-040,65.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09056,gildaagust134@gmail.com,TES-AKD-2026-08125,VAC-008,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09057,olivanasyi645@yahoo.com,TES-AKD-2026-08126,VAC-015,97.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09058,asirwadamu246@pln.co.id,,VAC-005,37.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09059,salwanamag669@outlook.com,TES-AKD-2026-08127,VAC-036,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09060,luwesnapit437@gmail.com,TES-AKD-2026-08128,VAC-004,97.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09061,sabarsitum724@yahoo.com,TES-AKD-2026-08129,VAC-010,97.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09062,malikanura106@pln.co.id,TES-AKD-2026-08130,VAC-006,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09063,zaenabwija771@pln.co.id,TES-AKD-2026-08131,VAC-004,63.9,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09064,radikasara367@yahoo.com,,VAC-015,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09065,omansihomb33@outlook.com,TES-AKD-2026-08132,VAC-010,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09066,mariapadma362@outlook.com,TES-AKD-2026-08133,VAC-002,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09067,kalimhakim872@outlook.com,TES-AKD-2026-08134,VAC-001,65.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09068,sadinahand688@outlook.com,TES-AKD-2026-08135,VAC-015,95.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09069,carakakusw221@gmail.com,TES-AKD-2026-08136,VAC-015,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09070,puspaagust680@yahoo.com,TES-AKD-2026-08137,VAC-003,64.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09071,irmamulyan24@outlook.com,TES-AKD-2026-08138,VAC-002,64.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09072,gangsanajm976@pln.co.id,TES-AKD-2026-08139,VAC-001,67.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09073,dariatinas384@gmail.com,,VAC-015,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09074,muhammadgu788@pln.co.id,TES-AKD-2026-08140,VAC-054,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09075,ratnaperma885@gmail.com,TES-AKD-2026-08141,VAC-047,68.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09076,maidanurai125@yahoo.com,TES-AKD-2026-08142,VAC-002,60.8,LOW_MATCH,SIGNED,2026-04-04,,VAC-005,Analis Supply Chain,PLN UIW Maluku,Ambon,1
REG-2026-09077,malikanurd382@gmail.com,,VAC-010,40.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09078,sabribudim897@yahoo.com,TES-AKD-2026-08143,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09079,luthfisuwa354@pln.co.id,TES-AKD-2026-08144,VAC-003,67.0,MODERATE_MATCH,SIGNED,2026-06-10,,VAC-004,Data Analyst,PLN UIW Nusa Tenggara,Kupang,1
REG-2026-09080,amipermata248@yahoo.com,TES-AKD-2026-08145,VAC-016,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09081,rusmanardi490@yahoo.com,TES-AKD-2026-08146,VAC-001,63.0,LOW_MATCH,SIGNED,2026-05-11,,VAC-006,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-09082,wulanharta464@outlook.com,TES-AKD-2026-08147,VAC-003,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09083,tinarahmaw47@outlook.com,,VAC-010,41.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09084,gawatiprat273@pln.co.id,TES-AKD-2026-08148,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09085,yancearyan810@yahoo.com,TES-AKD-2026-08149,VAC-007,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09086,cinthiaang563@pln.co.id,TES-AKD-2026-08150,VAC-003,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09087,cahyantosi102@outlook.com,TES-AKD-2026-08151,VAC-010,100.0,STRONG_MATCH,SIGNED,2026-05-05,,VAC-010,Analis Supply Chain,PLN UIW Maluku,Ambon,1
REG-2026-09088,marwataman39@yahoo.com,TES-AKD-2026-08152,VAC-003,65.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09089,mulyantosi87@gmail.com,TES-AKD-2026-08153,VAC-001,66.8,MODERATE_MATCH,SIGNED,2026-06-19,,VAC-006,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-09090,kiandraokt330@outlook.com,TES-AKD-2026-08154,VAC-005,68.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09091,mahesabudi925@gmail.com,TES-AKD-2026-08155,VAC-016,64.0,LOW_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-09092,aswanijail955@yahoo.com,TES-AKD-2026-08156,VAC-040,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09093,darsirahla53@outlook.com,TES-AKD-2026-08157,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09094,vickyharya181@gmail.com,TES-AKD-2026-08158,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09095,lidyafarid917@outlook.com,,VAC-001,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09096,marassiman759@pln.co.id,TES-AKD-2026-08159,VAC-003,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-09097,zalindrayu880@pln.co.id,TES-AKD-2026-08160,VAC-035,98.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
