NO TES,EMAIL,NAMA,PRODI,Kesimpulan,Hasil
TES-AKD-2026-07502,emilhardia220@gmail.com,Emil Hardiansyah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07504,ghaliyatih875@yahoo.com,Ghaliyati Handayani,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07507,titinrahay796@pln.co.id,Titin Rahayu,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07508,dagelwinar252@gmail.com,Dagel Winarno,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07509,gandifirga31@outlook.com,Gandi Firgantoro,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07510,indraardia833@gmail.com,Indra Ardianto,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07511,onirahayu212@yahoo.com,Oni Rahayu,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07514,dadisamosi75@gmail.com,Dadi Samosir,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07516,dodopradip236@outlook.com,Dodo Pradipta,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07517,jelitapurw681@yahoo.com,Jelita Purwanti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07518,dinautami224@outlook.com,Dina Utami,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07519,tantriarya825@yahoo.com,Tantri Aryani,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07520,dodojanuar360@outlook.com,Dodo Januar,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07521,gawatihart134@pln.co.id,Gawati Hartati,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07522,unggulprak986@pln.co.id,Unggul Prakasa,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07523,arsipatrah550@outlook.com,Arsipatra Halim,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07524,ibundongor440@outlook.com,Ibun Dongoran,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07525,jindratham532@outlook.com,Jindra Thamrin,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07526,paramitawu109@outlook.com,Paramita Wulandari,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07527,yunilailas772@outlook.com,Yuni Lailasari,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07528,najibpraka638@pln.co.id,Najib Prakasa,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07529,arsipatras353@yahoo.com,Arsipatra Simbolon,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07531,aninovitas159@gmail.com,Ani Novitasari,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07532,martanihak441@yahoo.com,Martani Hakim,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07533,banarasire495@outlook.com,Banara Siregar,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07534,widyaastut733@yahoo.com,Widya Astuti,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07536,mulyantola250@yahoo.com,Mulyanto Lazuardi,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07538,ranggawask871@outlook.com,Rangga Waskita,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07539,jayairawan198@gmail.com,Jaya Irawan,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07540,tirtayasam413@outlook.com,Tirtayasa Maryadi,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07543,samiahsafi11@yahoo.com,Samiah Safitri,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07546,saripurwan178@outlook.com,Sari Purwanti,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07548,dimazsalah439@pln.co.id,Dimaz Salahudin,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07550,kadirgunaw531@pln.co.id,Kadir Gunawan,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07551,salimahyul407@yahoo.com,Salimah Yuliarti,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07553,kemalpraka373@yahoo.com,Kemal Prakasa,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07554,lasmantopu316@gmail.com,Lasmanto Putra,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07555,mursininma182@pln.co.id,Mursinin Mangunsong,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07556,galakirawa929@yahoo.com,Galak Irawan,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07558,gambirawah83@gmail.com,Gambira Wahyudin,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07559,jumariprad17@gmail.com,Jumari Pradipta,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07561,jasminpudj935@gmail.com,Jasmin Pudjiastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07563,hardiadria264@gmail.com,Hardi Adriansyah,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07566,yusufsalah616@pln.co.id,Yusuf Salahudin,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07567,diahandria369@outlook.com,Diah Andriani,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07568,veralestar648@pln.co.id,Vera Lestari,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07569,zulfanamag361@gmail.com,Zulfa Namaga,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07571,prabudabuk385@pln.co.id,Prabu Dabukke,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07572,nabilarahm241@gmail.com,Nabila Rahmawati,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07573,vickyagust477@outlook.com,Vicky Agustina,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07574,karyasihom445@outlook.com,Karya Sihombing,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07575,eliwulanda849@yahoo.com,Eli Wulandari,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07576,artantosit998@pln.co.id,Artanto Sitorus,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07578,cawisonodo898@gmail.com,Cawisono Dongoran,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07580,luishardia298@pln.co.id,Luis Hardiansyah,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07581,umiusamah342@outlook.com,Umi Usamah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07582,tiraharyan496@outlook.com,Tira Haryanti,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07583,tinapadmas226@gmail.com,Tina Padmasari,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07585,rininovita21@pln.co.id,Rini Novitasari,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07586,jakamanull648@yahoo.com,Jaka Manullang,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07587,mariadihid505@pln.co.id,Mariadi Hidayat,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07588,amelianama916@pln.co.id,Amelia Namaga,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07589,kandaprata37@yahoo.com,Kanda Pratama,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07590,adiarjapra849@gmail.com,Adiarja Pranowo,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07592,padmiusada72@yahoo.com,Padmi Usada,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07593,rachelangg267@yahoo.com,Rachel Anggraini,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07594,patriciaas576@gmail.com,Patricia Astuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07595,bancarmahe695@outlook.com,Bancar Maheswara,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07597,imampermad387@yahoo.com,Imam Permadi,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07598,emannaingg77@gmail.com,Eman Nainggolan,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07599,danujafirg613@yahoo.com,Danuja Firgantoro,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07601,gardakuswo168@yahoo.com,Garda Kuswoyo,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07603,adityawask536@pln.co.id,Aditya Waskita,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07605,muhammadse830@pln.co.id,Muhammad Setiawan,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07606,veranurdiy668@yahoo.com,Vera Nurdiyanti,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07608,mulyonojai895@yahoo.com,Mulyono Jailani,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07609,lembahraja497@gmail.com,Lembah Rajata,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07610,balawijaya193@pln.co.id,Bala Wijaya,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07611,muninashir908@pln.co.id,Muni Nashiruddin,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07614,adesafitri619@yahoo.com,Ade Safitri,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07615,shaniapusp86@gmail.com,Shania Puspasari,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07616,oktahakim193@gmail.com,Okta Hakim,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07617,yanceyolan744@yahoo.com,Yance Yolanda,PSIKOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07620,larasharta126@outlook.com,Laras Hartati,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07621,nasrullahm388@outlook.com,Nasrullah Manullang,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07622,yunipurnaw368@gmail.com,Yuni Purnawati,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07624,piawulanda663@gmail.com,Pia Wulandari,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07626,rikapalast578@outlook.com,Rika Palastri,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07627,siskasafit34@pln.co.id,Siska Safitri,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07628,gamantosap629@yahoo.com,Gamanto Saptono,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07630,ikariyanti141@outlook.com,Ika Riyanti,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07631,betaniahas760@pln.co.id,Betania Hastuti,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07633,kandamarbu400@pln.co.id,Kanda Marbun,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07634,nurulusada191@yahoo.com,Nurul Usada,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07635,warjisaput574@gmail.com,Warji Saputra,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07636,artasaputr811@outlook.com,Arta Saputra,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07638,shaniapurw541@outlook.com,Shania Purwanti,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07639,wanirahmaw849@pln.co.id,Wani Rahmawati,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07642,nadiautami844@yahoo.com,Nadia Utami,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07645,omarsitoru414@outlook.com,Omar Sitorus,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07646,padmimanda812@outlook.com,Padmi Mandasari,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07648,hasimwijay859@pln.co.id,Hasim Wijaya,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07649,waditampub755@outlook.com,Wadi Tampubolon,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07650,padmimayas729@pln.co.id,Padmi Mayasari,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07651,vegasirait120@outlook.com,Vega Sirait,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07653,gastihastu24@gmail.com,Gasti Hastuti,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07655,nadinehart405@yahoo.com,Nadine Hartati,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07656,gentalaila146@pln.co.id,Genta Lailasari,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07657,febirahmaw418@pln.co.id,Febi Rahmawati,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07658,amioktavia317@yahoo.com,Ami Oktaviani,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07662,prasetyopr166@yahoo.com,Prasetyo Prasetya,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07664,dwisaputra462@yahoo.com,Dwi Saputra,KOMUNIKASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07665,milawidias339@pln.co.id,Mila Widiastuti,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07666,tinautami720@pln.co.id,Tina Utami,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07667,ikinfirman903@gmail.com,Ikin Firmansyah,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07668,murtisitum718@gmail.com,Murti Situmorang,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07669,adikasapto312@gmail.com,Adika Saptono,KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07671,cecepnashi804@pln.co.id,Cecep Nashiruddin,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07673,rahayususa836@pln.co.id,Rahayu Susanti,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07674,bellaprast38@pln.co.id,Bella Prastuti,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07675,septihastu883@outlook.com,Septi Hastuti,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07676,viktorpras565@yahoo.com,Viktor Prasasta,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07677,diahpuspas855@outlook.com,Diah Puspasari,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07679,slametnajm703@outlook.com,Slamet Najmudin,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07680,rikakusmaw635@gmail.com,Rika Kusmawati,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07681,usyiyoland748@pln.co.id,Usyi Yolanda,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07683,faizahzula598@pln.co.id,Faizah Zulaika,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07684,maimunahag39@outlook.com,Maimunah Agustina,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07685,timbulnash38@gmail.com,Timbul Nashiruddin,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07687,fitrianiha356@gmail.com,Fitriani Hassanah,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07688,yunilaksmi587@pln.co.id,Yuni Laksmiwati,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07690,sabrisimbo733@gmail.com,Sabri Simbolon,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07692,kayunwahyu575@pln.co.id,Kayun Wahyudin,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07693,baktianggr626@yahoo.com,Bakti Anggriawan,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07696,citrahalim315@yahoo.com,Citra Halimah,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07698,vinsenraja42@pln.co.id,Vinsen Rajata,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07699,dasaanggri104@outlook.com,Dasa Anggriawan,PSIKOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07700,vanyariyan936@outlook.com,Vanya Riyanti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07701,galangsitu563@pln.co.id,Galang Situmorang,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07702,utamamanul732@gmail.com,Utama Manullang,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07703,ianlazuard398@pln.co.id,Ian Lazuardi,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07704,adiarjafir273@outlook.com,Adiarja Firgantoro,ADMINISTRASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07705,ellautami526@outlook.com,Ella Utami,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07707,warsamahen273@pln.co.id,Warsa Mahendra,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07708,sitilaksit818@outlook.com,Siti Laksita,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07710,titinastut660@outlook.com,Titin Astuti,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07711,waniwidias108@yahoo.com,Wani Widiastuti,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07714,cahyononat823@pln.co.id,Cahyono Natsir,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07715,nabilahast178@outlook.com,Nabila Hastuti,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07716,halimsaefu914@outlook.com,Halim Saefullah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07717,lalitayuni412@yahoo.com,Lalita Yuniar,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07718,corneliasa787@outlook.com,Cornelia Safitri,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07719,salwarahim629@pln.co.id,Salwa Rahimah,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07721,claranasyi925@pln.co.id,Clara Nasyidah,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07722,luthfisala898@pln.co.id,Luthfi Salahudin,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07723,sarahperma798@gmail.com,Sarah Permata,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07724,daliminbud674@gmail.com,Dalimin Budiyanto,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07726,gamanikusw675@outlook.com,Gamani Kuswoyo,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07728,yonohalim149@pln.co.id,Yono Halim,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07729,anitapalas379@yahoo.com,Anita Palastri,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07730,jailadrian109@gmail.com,Jail Adriansyah,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07731,gamantodon682@pln.co.id,Gamanto Dongoran,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07733,maidasudia300@gmail.com,Maida Sudiati,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07734,ameliapurn691@yahoo.com,Amelia Purnawati,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07737,zizisuryat364@yahoo.com,Zizi Suryatmi,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07738,arsipatram55@pln.co.id,Arsipatra Manullang,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07739,aslijanwin964@outlook.com,Aslijan Winarno,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07740,mitrahakim557@outlook.com,Mitra Hakim,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07742,ilyasmarpa189@outlook.com,Ilyas Marpaung,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07743,estionoput196@gmail.com,Estiono Putra,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07744,gatotprano13@pln.co.id,Gatot Pranowo,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07745,belindarah284@outlook.com,Belinda Rahmawati,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07746,sakurapras273@outlook.com,Sakura Prastuti,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07747,anipalastr801@gmail.com,Ani Palastri,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07749,karsanaman809@gmail.com,Karsana Mangunsong,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07750,sitihassan22@outlook.com,Siti Hassanah,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07751,jamaliaokt58@yahoo.com,Jamalia Oktaviani,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07752,alambanaha35@pln.co.id,Alambana Habibi,PSIKOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07753,ginapertiw401@outlook.com,Gina Pertiwi,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07755,zulaikhaas128@pln.co.id,Zulaikha Astuti,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07756,karimahyun570@gmail.com,Karimah Yuniar,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07758,narjiirawa877@yahoo.com,Narji Irawan,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07759,balidinmeg481@pln.co.id,Balidin Megantara,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07762,tomihidaya171@pln.co.id,Tomi Hidayat,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07765,chelseafuj160@yahoo.com,Chelsea Fujiati,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07767,alikasurya447@outlook.com,Alika Suryatmi,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
