NO TES,EMAIL,NAMA,PRODI,KATEGORI,ABSTRACT_REASONING,VERBAL_REASONING,NUMERICAL_REASONING,TOTAL
TES-AKD-2026-07598,emannaingg77@gmail.com,Eman Nainggolan,ADMINISTRASI BISNIS,I,4,6,8,18
TES-AKD-2026-07599,danujafirg613@yahoo.com,Danuja Firgantoro,MANAJEMEN ASET,I,7,7,5,19
TES-AKD-2026-07600,elmanurdiy788@gmail.com,Elma Nurdiyanti,ELEKTRONIKA DAN INSTRUMENTASI,II,6,5,6,17
TES-AKD-2026-07601,gardakuswo168@yahoo.com,Garda Kuswoyo,ENERGI BARU TERBARUKAN,I,6,6,4,16
TES-AKD-2026-07602,asmanwaski630@outlook.com,Asman Waskita,MANAJEMEN KEUANGAN,II,7,9,8,24
TES-AKD-2026-07603,adityawask536@pln.co.id,Aditya Waskita,KOMUNIKASI,I,6,7,6,19
TES-AKD-2026-07604,farhunnisa380@pln.co.id,Farhunnisa Hasanah,TEKNIK ELEKTRO,II,6,6,6,18
TES-AKD-2026-07605,muhammadse830@pln.co.id,Muhammad Setiawan,KONVERSI ENERGI,I,7,5,6,18
TES-AKD-2026-07606,veranurdiy668@yahoo.com,Vera Nurdiyanti,TEKNIK MESIN,I,8,8,7,23
TES-AKD-2026-07607,ajionojanu144@gmail.com,Ajiono Januar,TEKNIK INDUSTRI,II,7,7,5,19
TES-AKD-2026-07608,mulyonojai895@yahoo.com,Mulyono Jailani,DIGITAL MARKETING DAN ANALYTICS,I,6,4,8,18
TES-AKD-2026-07609,lembahraja497@gmail.com,Lembah Rajata,ADMINISTRASI BISNIS,I,4,7,7,18
TES-AKD-2026-07610,balawijaya193@pln.co.id,Bala Wijaya,MANAJEMEN,I,6,8,3,17
TES-AKD-2026-07611,muninashir908@pln.co.id,Muni Nashiruddin,TEKNIK MATERIAL,I,8,4,8,20
TES-AKD-2026-07612,kandafirma328@pln.co.id,Kanda Firmansyah,ADMINISTRASI BISNIS,II,6,6,8,20
TES-AKD-2026-07613,bagassuryo103@yahoo.com,Bagas Suryono,PROGRAM STUDI LAINNYA TEKNIK,II,9,5,7,21
TES-AKD-2026-07614,adesafitri619@yahoo.com,Ade Safitri,TEKNIK MATERIAL,I,6,6,9,21
TES-AKD-2026-07615,shaniapusp86@gmail.com,Shania Puspasari,PUBLIC POLICY,I,4,5,6,15
TES-AKD-2026-07616,oktahakim193@gmail.com,Okta Hakim,TEKNIK LISTRIK,I,6,5,8,19
TES-AKD-2026-07617,yanceyolan744@yahoo.com,Yance Yolanda,PSIKOLOGI,I,4,7,6,17
TES-AKD-2026-07618,harsayafir881@pln.co.id,Harsaya Firmansyah,MANAJEMEN,II,5,7,4,16
TES-AKD-2026-07619,kenesmusto23@pln.co.id,Kenes Mustofa,MANAJEMEN BISNIS,II,6,7,7,20
TES-AKD-2026-07620,larasharta126@outlook.com,Laras Hartati,TEKNIK KIMIA,I,7,7,7,21
TES-AKD-2026-07621,nasrullahm388@outlook.com,Nasrullah Manullang,MANAJEMEN,I,5,5,7,17
TES-AKD-2026-07622,yunipurnaw368@gmail.com,Yuni Purnawati,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,6,7,20
TES-AKD-2026-07623,fitriawija482@outlook.com,Fitria Wijayanti,MANAJEMEN BISNIS,II,5,6,6,17
TES-AKD-2026-07624,piawulanda663@gmail.com,Pia Wulandari,ADMINISTRASI BISNIS,I,6,6,5,17
TES-AKD-2026-07625,malahassan492@yahoo.com,Mala Hassanah,HUKUM,II,7,8,9,24
TES-AKD-2026-07626,rikapalast578@outlook.com,Rika Palastri,DATA SCIENCE,I,7,5,9,21
TES-AKD-2026-07627,siskasafit34@pln.co.id,Siska Safitri,TEKNIK BIOENERGI,I,8,4,6,18
TES-AKD-2026-07628,gamantosap629@yahoo.com,Gamanto Saptono,TEKNIK GEOLOGI,I,6,4,8,18
TES-AKD-2026-07629,jarwadipra363@outlook.com,Jarwadi Pradipta,SAFETY ENGINEERING,II,10,9,8,27
TES-AKD-2026-07630,ikariyanti141@outlook.com,Ika Riyanti,SAFETY ENGINEERING,I,6,4,8,18
TES-AKD-2026-07631,betaniahas760@pln.co.id,Betania Hastuti,SUPPLY CHAIN MANAGEMENT,I,4,4,5,13
TES-AKD-2026-07632,balijansal846@pln.co.id,Balijan Salahudin,AKUNTANSI,II,4,7,5,16
TES-AKD-2026-07633,kandamarbu400@pln.co.id,Kanda Marbun,HUKUM,I,3,7,7,17
TES-AKD-2026-07634,nurulusada191@yahoo.com,Nurul Usada,ADMINISTRASI BISNIS,I,6,10,7,23
TES-AKD-2026-07635,warjisaput574@gmail.com,Warji Saputra,MANAJEMEN KEUANGAN,I,2,10,5,17
TES-AKD-2026-07636,artasaputr811@outlook.com,Arta Saputra,TEKNIK BIOENERGI,I,8,8,5,21
TES-AKD-2026-07637,ianwahyudi77@yahoo.com,Ian Wahyudin,TEKNIK GEODESI,II,6,2,4,12
TES-AKD-2026-07638,shaniapurw541@outlook.com,Shania Purwanti,TEKNIK BIOENERGI,I,7,7,4,18
TES-AKD-2026-07639,wanirahmaw849@pln.co.id,Wani Rahmawati,MANAJEMEN RISIKO,I,6,7,6,19
TES-AKD-2026-07640,jatmikohid958@gmail.com,Jatmiko Hidayanto,SUPPLY CHAIN MANAGEMENT,II,4,5,5,14
TES-AKD-2026-07641,cayadisimb269@pln.co.id,Cayadi Simbolon,TEKNIK ELEKTRO,II,9,6,8,23
TES-AKD-2026-07642,nadiautami844@yahoo.com,Nadia Utami,TEKNIK BIOENERGI,I,9,5,7,21
TES-AKD-2026-07643,intanfujia296@gmail.com,Intan Fujiati,SAFETY ENGINEERING,II,10,4,9,23
TES-AKD-2026-07644,teddyputra21@yahoo.com,Teddy Putra,MANAJEMEN BISNIS,II,5,8,3,16
TES-AKD-2026-07645,omarsitoru414@outlook.com,Omar Sitorus,DATA SCIENCE,I,9,7,9,25
TES-AKD-2026-07646,padmimanda812@outlook.com,Padmi Mandasari,ADMINISTRASI BISNIS,I,5,10,7,22
TES-AKD-2026-07647,baktinashi607@pln.co.id,Bakti Nashiruddin,ENERGI BARU TERBARUKAN,II,5,4,5,14
TES-AKD-2026-07648,hasimwijay859@pln.co.id,Hasim Wijaya,PSIKOLOGI,I,8,7,6,21
TES-AKD-2026-07649,waditampub755@outlook.com,Wadi Tampubolon,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,4,6,17
TES-AKD-2026-07650,padmimayas729@pln.co.id,Padmi Mayasari,ELEKTRONIKA DAN INSTRUMENTASI,I,6,7,6,19
TES-AKD-2026-07651,vegasirait120@outlook.com,Vega Sirait,TEKNIK INDUSTRI,I,7,6,6,19
TES-AKD-2026-07652,kamariaary707@yahoo.com,Kamaria Aryani,MANAJEMEN KEUANGAN,II,5,8,6,19
TES-AKD-2026-07653,gastihastu24@gmail.com,Gasti Hastuti,SUPPLY CHAIN MANAGEMENT,I,5,8,7,20
TES-AKD-2026-07654,ulyamelani673@gmail.com,Ulya Melani,TEKNIK BIOENERGI,II,6,7,7,20
TES-AKD-2026-07655,nadinehart405@yahoo.com,Nadine Hartati,TEKNIK MESIN,I,7,5,8,20
TES-AKD-2026-07656,gentalaila146@pln.co.id,Genta Lailasari,HUKUM,I,4,8,4,16
TES-AKD-2026-07657,febirahmaw418@pln.co.id,Febi Rahmawati,TEKNIK LINGKUNGAN,I,9,5,8,22
TES-AKD-2026-07658,amioktavia317@yahoo.com,Ami Oktaviani,TEKNIK INDUSTRI,I,5,4,7,16
TES-AKD-2026-07659,shakilaper250@yahoo.com,Shakila Pertiwi,PROGRAM STUDI LAINNYA NON TEKNIK,II,5,6,8,19
TES-AKD-2026-07660,olivasudia976@pln.co.id,Oliva Sudiati,TEKNIK KIMIA,II,8,7,6,21
TES-AKD-2026-07661,saadathaki645@yahoo.com,Saadat Hakim,AKUNTANSI,II,2,7,7,16
TES-AKD-2026-07662,prasetyopr166@yahoo.com,Prasetyo Prasetya,TEKNIK BIOENERGI,I,9,6,8,23
TES-AKD-2026-07663,taswirputr100@outlook.com,Taswir Putra,TEKNIK LINGKUNGAN,II,7,9,4,20
TES-AKD-2026-07664,dwisaputra462@yahoo.com,Dwi Saputra,KOMUNIKASI,I,5,7,4,16
TES-AKD-2026-07665,milawidias339@pln.co.id,Mila Widiastuti,TEKNIK MESIN,I,6,6,5,17
TES-AKD-2026-07666,tinautami720@pln.co.id,Tina Utami,TEKNIK GEODESI,I,8,5,8,21
TES-AKD-2026-07667,ikinfirman903@gmail.com,Ikin Firmansyah,MANAJEMEN,I,5,8,4,17
TES-AKD-2026-07668,murtisitum718@gmail.com,Murti Situmorang,TEKNIK BIOENERGI,I,8,5,7,20
TES-AKD-2026-07669,adikasapto312@gmail.com,Adika Saptono,KEUANGAN,I,4,5,5,14
TES-AKD-2026-07670,saripadmas708@yahoo.com,Sari Padmasari,ADMINISTRASI BISNIS,II,7,9,5,21
TES-AKD-2026-07671,cecepnashi804@pln.co.id,Cecep Nashiruddin,ADMINISTRASI,I,6,9,7,22
TES-AKD-2026-07672,vanesayola997@gmail.com,Vanesa Yolanda,TEKNIK MESIN,II,8,5,7,20
TES-AKD-2026-07673,rahayususa836@pln.co.id,Rahayu Susanti,MANAJEMEN,I,7,5,5,17
TES-AKD-2026-07674,bellaprast38@pln.co.id,Bella Prastuti,MANAJEMEN PROYEK,I,6,7,6,19
TES-AKD-2026-07675,septihastu883@outlook.com,Septi Hastuti,TEKNIK BIOENERGI,I,9,7,6,22
TES-AKD-2026-07676,viktorpras565@yahoo.com,Viktor Prasasta,TEKNIK LINGKUNGAN,I,7,5,7,19
TES-AKD-2026-07677,diahpuspas855@outlook.com,Diah Puspasari,SAFETY ENGINEERING,I,8,7,6,21
TES-AKD-2026-07678,violetmary607@pln.co.id,Violet Maryati,KOMUNIKASI,III,6,4,8,18
TES-AKD-2026-07679,slametnajm703@outlook.com,Slamet Najmudin,TEKNIK LINGKUNGAN,I,7,3,10,20
TES-AKD-2026-07680,rikakusmaw635@gmail.com,Rika Kusmawati,PUBLIC POLICY,I,7,8,7,22
TES-AKD-2026-07681,usyiyoland748@pln.co.id,Usyi Yolanda,TEKNIK MESIN,I,5,4,8,17
TES-AKD-2026-07682,bahuraksam859@yahoo.com,Bahuraksa Mangunsong,DATA SCIENCE,II,6,7,5,18
TES-AKD-2026-07683,faizahzula598@pln.co.id,Faizah Zulaika,MANAJEMEN RISIKO,I,8,7,4,19
TES-AKD-2026-07684,maimunahag39@outlook.com,Maimunah Agustina,AKUNTANSI,I,8,3,7,18
TES-AKD-2026-07685,timbulnash38@gmail.com,Timbul Nashiruddin,TEKNIK ELEKTRO,I,8,7,9,24
TES-AKD-2026-07686,titiuyaina260@pln.co.id,Titi Uyainah,MANAJEMEN KEUANGAN,III,6,9,9,24
TES-AKD-2026-07687,fitrianiha356@gmail.com,Fitriani Hassanah,DATA SCIENCE,I,9,5,9,23
TES-AKD-2026-07688,yunilaksmi587@pln.co.id,Yuni Laksmiwati,PROGRAM STUDI LAINNYA NON TEKNIK,I,9,7,7,23
TES-AKD-2026-07689,primawaski374@pln.co.id,Prima Waskita,HUKUM,II,5,7,6,18
TES-AKD-2026-07690,sabrisimbo733@gmail.com,Sabri Simbolon,TEKNIK ELEKTRO,I,6,6,7,19
TES-AKD-2026-07691,adeastuti777@yahoo.com,Ade Astuti,DIGITAL MARKETING DAN ANALYTICS,III,5,6,7,18
TES-AKD-2026-07692,kayunwahyu575@pln.co.id,Kayun Wahyudin,MANAJEMEN,I,6,8,4,18
TES-AKD-2026-07693,baktianggr626@yahoo.com,Bakti Anggriawan,ADMINISTRASI BISNIS,I,8,10,6,24
TES-AKD-2026-07694,pardinatsi367@gmail.com,Pardi Natsir,TEKNIK LISTRIK,III,9,6,5,20
TES-AKD-2026-07695,ulyafarida928@yahoo.com,Ulya Farida,BIG DATA DAN BUSINESS INTELLIGENCE,II,5,7,7,19
TES-AKD-2026-07696,citrahalim315@yahoo.com,Citra Halimah,HUKUM,I,7,8,8,23
TES-AKD-2026-07697,devisuryat956@gmail.com,Devi Suryatmi,TEKNIK MESIN,II,7,8,7,22
TES-AKD-2026-07698,vinsenraja42@pln.co.id,Vinsen Rajata,ELEKTRONIKA DAN INSTRUMENTASI,I,7,8,5,20
TES-AKD-2026-07699,dasaanggri104@outlook.com,Dasa Anggriawan,PSIKOLOGI,I,7,5,5,17
TES-AKD-2026-07700,vanyariyan936@outlook.com,Vanya Riyanti,AKUNTANSI,I,3,8,7,18
TES-AKD-2026-07701,galangsitu563@pln.co.id,Galang Situmorang,TEKNIK INFORMATIKA,I,7,4,8,19
TES-AKD-2026-07702,utamamanul732@gmail.com,Utama Manullang,AKUNTANSI,I,7,5,8,20
TES-AKD-2026-07703,ianlazuard398@pln.co.id,Ian Lazuardi,PROGRAM STUDI LAINNYA TEKNIK,I,8,4,8,20
TES-AKD-2026-07704,adiarjafir273@outlook.com,Adiarja Firgantoro,ADMINISTRASI,I,6,10,7,23
TES-AKD-2026-07705,ellautami526@outlook.com,Ella Utami,TEKNIK BIOENERGI,I,6,3,9,18
TES-AKD-2026-07706,opanwahyud747@yahoo.com,Opan Wahyudin,TEKNIK BIOENERGI,II,9,6,5,20
TES-AKD-2026-07707,warsamahen273@pln.co.id,Warsa Mahendra,SAFETY ENGINEERING,I,5,7,9,21
TES-AKD-2026-07708,sitilaksit818@outlook.com,Siti Laksita,DATA SCIENCE,I,8,5,8,21
TES-AKD-2026-07709,ellispudji940@pln.co.id,Ellis Pudjiastuti,TEKNIK INFORMATIKA,II,8,8,6,22
TES-AKD-2026-07710,titinastut660@outlook.com,Titin Astuti,TEKNIK KIMIA,I,9,9,6,24
TES-AKD-2026-07711,waniwidias108@yahoo.com,Wani Widiastuti,TEKNIK INFORMATIKA,I,6,6,8,20
TES-AKD-2026-07712,vanesasafi34@pln.co.id,Vanesa Safitri,MANAJEMEN PROYEK,II,9,8,4,21
TES-AKD-2026-07713,kayunwaluy300@outlook.com,Kayun Waluyo,ADMINISTRASI BISNIS,II,4,7,6,17
TES-AKD-2026-07714,cahyononat823@pln.co.id,Cahyono Natsir,TEKNIK SIPIL,I,9,5,6,20
TES-AKD-2026-07715,nabilahast178@outlook.com,Nabila Hastuti,MANAJEMEN PEMASARAN,I,7,8,6,21
TES-AKD-2026-07716,halimsaefu914@outlook.com,Halim Saefullah,ADMINISTRASI BISNIS,I,5,7,8,20
TES-AKD-2026-07717,lalitayuni412@yahoo.com,Lalita Yuniar,TEKNIK SIPIL,I,9,7,8,24
TES-AKD-2026-07718,corneliasa787@outlook.com,Cornelia Safitri,SAFETY ENGINEERING,I,7,6,9,22
TES-AKD-2026-07719,salwarahim629@pln.co.id,Salwa Rahimah,MANAJEMEN RISIKO,I,7,7,7,21
TES-AKD-2026-07720,teguhmarpa726@yahoo.com,Teguh Marpaung,SUPPLY CHAIN MANAGEMENT,II,5,8,9,22
TES-AKD-2026-07721,claranasyi925@pln.co.id,Clara Nasyidah,ADMINISTRASI,I,9,6,5,20
TES-AKD-2026-07722,luthfisala898@pln.co.id,Luthfi Salahudin,MATEMATIKA,I,10,7,5,22
TES-AKD-2026-07723,sarahperma798@gmail.com,Sarah Permata,TEKNIK MATERIAL,I,9,7,6,22
TES-AKD-2026-07724,daliminbud674@gmail.com,Dalimin Budiyanto,TEKNIK LISTRIK,I,6,5,6,17
TES-AKD-2026-07725,paulinlail204@outlook.com,Paulin Lailasari,HUKUM,II,6,7,7,20
TES-AKD-2026-07726,gamanikusw675@outlook.com,Gamani Kuswoyo,TEKNIK INFORMATIKA,I,2,6,7,15
TES-AKD-2026-07727,mahdipange746@pln.co.id,Mahdi Pangestu,MANAJEMEN PEMASARAN,II,6,7,8,21
TES-AKD-2026-07728,yonohalim149@pln.co.id,Yono Halim,HUKUM,I,5,6,7,18
TES-AKD-2026-07729,anitapalas379@yahoo.com,Anita Palastri,MANAJEMEN,I,3,10,7,20
TES-AKD-2026-07730,jailadrian109@gmail.com,Jail Adriansyah,TEKNIK LISTRIK,I,9,7,5,21
TES-AKD-2026-07731,gamantodon682@pln.co.id,Gamanto Dongoran,ELEKTRONIKA DAN INSTRUMENTASI,I,5,7,6,18
TES-AKD-2026-07732,primanapit861@gmail.com,Prima Napitupulu,BIG DATA DAN BUSINESS INTELLIGENCE,II,7,5,8,20
TES-AKD-2026-07733,maidasudia300@gmail.com,Maida Sudiati,MANAJEMEN ASET,I,5,7,8,20
TES-AKD-2026-07734,ameliapurn691@yahoo.com,Amelia Purnawati,DATA SCIENCE,I,10,7,6,23
TES-AKD-2026-07735,widyauyain237@pln.co.id,Widya Uyainah,TEKNIK INDUSTRI,II,6,6,7,19
TES-AKD-2026-07736,gatotjaila430@pln.co.id,Gatot Jailani,SUPPLY CHAIN MANAGEMENT,II,5,7,6,18
TES-AKD-2026-07737,zizisuryat364@yahoo.com,Zizi Suryatmi,MANAJEMEN KEUANGAN,I,5,9,4,18
TES-AKD-2026-07738,arsipatram55@pln.co.id,Arsipatra Manullang,MANAJEMEN KEUANGAN,I,6,8,5,19
TES-AKD-2026-07739,aslijanwin964@outlook.com,Aslijan Winarno,TEKNIK INFORMATIKA,I,8,6,9,23
TES-AKD-2026-07740,mitrahakim557@outlook.com,Mitra Hakim,TEKNIK MESIN,I,8,6,9,23
TES-AKD-2026-07741,kairavmega345@pln.co.id,Kairav Megantara,ADMINISTRASI BISNIS,II,6,5,8,19
TES-AKD-2026-07742,ilyasmarpa189@outlook.com,Ilyas Marpaung,MANAJEMEN PEMASARAN,I,8,8,6,22
TES-AKD-2026-07743,estionoput196@gmail.com,Estiono Putra,TEKNIK KIMIA,I,10,7,9,26
TES-AKD-2026-07744,gatotprano13@pln.co.id,Gatot Pranowo,MATEMATIKA,I,7,6,7,20
TES-AKD-2026-07745,belindarah284@outlook.com,Belinda Rahmawati,KONVERSI ENERGI,I,4,6,8,18
TES-AKD-2026-07746,sakurapras273@outlook.com,Sakura Prastuti,TEKNIK INDUSTRI,I,10,5,7,22
TES-AKD-2026-07747,anipalastr801@gmail.com,Ani Palastri,ENERGI BARU TERBARUKAN,I,6,3,6,15
TES-AKD-2026-07748,darsirahsa609@outlook.com,Darsirah Salahudin,DATA SCIENCE,II,7,6,7,20
TES-AKD-2026-07749,karsanaman809@gmail.com,Karsana Mangunsong,BIG DATA DAN BUSINESS INTELLIGENCE,I,8,3,10,21
TES-AKD-2026-07750,sitihassan22@outlook.com,Siti Hassanah,DATA SCIENCE,I,10,4,7,21
TES-AKD-2026-07751,jamaliaokt58@yahoo.com,Jamalia Oktaviani,MATEMATIKA,I,8,7,8,23
TES-AKD-2026-07752,alambanaha35@pln.co.id,Alambana Habibi,PSIKOLOGI,I,9,4,5,18
TES-AKD-2026-07753,ginapertiw401@outlook.com,Gina Pertiwi,DIGITAL MARKETING DAN ANALYTICS,I,5,4,7,16
TES-AKD-2026-07754,gandaprase369@yahoo.com,Ganda Prasetya,MANAJEMEN RISIKO,II,6,9,6,21
TES-AKD-2026-07755,zulaikhaas128@pln.co.id,Zulaikha Astuti,PUBLIC POLICY,I,5,8,6,19
TES-AKD-2026-07756,karimahyun570@gmail.com,Karimah Yuniar,PUBLIC POLICY,I,8,6,7,21
TES-AKD-2026-07757,anomsirait636@gmail.com,Anom Sirait,MANAJEMEN ASET,II,4,6,6,16
TES-AKD-2026-07758,narjiirawa877@yahoo.com,Narji Irawan,PSIKOLOGI,I,7,6,6,19
TES-AKD-2026-07759,balidinmeg481@pln.co.id,Balidin Megantara,ENERGI BARU TERBARUKAN,I,8,7,6,21
TES-AKD-2026-07760,gaduhhutas419@pln.co.id,Gaduh Hutasoit,ADMINISTRASI BISNIS,III,6,7,4,17
TES-AKD-2026-07761,wirdafujia903@gmail.com,Wirda Fujiati,TEKNIK SIPIL,III,5,7,7,19
TES-AKD-2026-07762,tomihidaya171@pln.co.id,Tomi Hidayat,TEKNIK INDUSTRI,I,7,7,4,18
TES-AKD-2026-07763,teguhwibow363@pln.co.id,Teguh Wibowo,TEKNIK SIPIL,II,7,5,10,22
TES-AKD-2026-07764,olivarahim683@pln.co.id,Oliva Rahimah,AKUNTANSI,II,7,7,4,18
TES-AKD-2026-07765,chelseafuj160@yahoo.com,Chelsea Fujiati,ADMINISTRASI BISNIS,I,8,7,6,21
TES-AKD-2026-07766,ilyaswaski603@pln.co.id,Ilyas Waskita,ADMINISTRASI BISNIS,II,6,8,5,19
TES-AKD-2026-07767,alikasurya447@outlook.com,Alika Suryatmi,TEKNIK INDUSTRI,I,8,7,6,21
TES-AKD-2026-07768,rainanurai694@gmail.com,Raina Nuraini,TEKNIK LISTRIK,I,6,2,8,16
TES-AKD-2026-07769,yunitamuly310@pln.co.id,Yunita Mulyani,AKUNTANSI,I,6,4,5,15
TES-AKD-2026-07770,yunitawast235@yahoo.com,Yunita Wastuti,MANAJEMEN PROYEK,I,6,8,4,18
TES-AKD-2026-07771,wirdamayas850@pln.co.id,Wirda Mayasari,TEKNIK INFORMATIKA,I,7,8,8,23
TES-AKD-2026-07772,upikmustof943@yahoo.com,Upik Mustofa,TEKNIK MESIN,I,8,7,9,24
TES-AKD-2026-07773,karmansiho57@pln.co.id,Karman Sihombing,TEKNIK GEODESI,I,7,8,7,22
TES-AKD-2026-07774,himawannai920@outlook.com,Himawan Nainggolan,MANAJEMEN PEMASARAN,I,5,4,6,15
TES-AKD-2026-07775,rahmiwidia174@outlook.com,Rahmi Widiastuti,AKUNTANSI,I,7,9,7,23
TES-AKD-2026-07776,halimapras765@pln.co.id,Halima Prastuti,ENERGI BARU TERBARUKAN,I,7,9,5,21
TES-AKD-2026-07777,irfansitor414@outlook.com,Irfan Sitorus,TEKNIK KIMIA,I,6,4,7,17
TES-AKD-2026-07778,cakrabiraw194@outlook.com,Cakrabirawa Samosir,DATA SCIENCE,II,6,6,8,20
TES-AKD-2026-07779,anastasiam990@yahoo.com,Anastasia Melani,ADMINISTRASI,II,7,7,5,19
TES-AKD-2026-07780,tantrihary78@yahoo.com,Tantri Haryanti,DATA SCIENCE,I,8,6,9,23
TES-AKD-2026-07781,salimahhar787@gmail.com,Salimah Hariyah,TEKNIK SIPIL,I,6,7,6,19
TES-AKD-2026-07782,dariminpra210@gmail.com,Darimin Pradana,TEKNIK LISTRIK,I,8,5,6,19
TES-AKD-2026-07783,setyaprano492@yahoo.com,Setya Pranowo,HUKUM,II,6,8,7,21
TES-AKD-2026-07784,mutiaagust368@pln.co.id,Mutia Agustina,ENERGI BARU TERBARUKAN,I,8,7,4,19
TES-AKD-2026-07785,limargunar650@pln.co.id,Limar Gunarto,TEKNIK PERTAMBANGAN,I,7,8,9,24
TES-AKD-2026-07786,dirjaardia462@outlook.com,Dirja Ardianto,MANAJEMEN PEMASARAN,I,5,10,3,18
TES-AKD-2026-07787,victorianu244@pln.co.id,Victoria Nurdiyanti,MANAJEMEN KEUANGAN,I,5,8,7,20
TES-AKD-2026-07788,mahdikurni661@yahoo.com,Mahdi Kurniawan,MANAJEMEN,II,3,8,5,16
TES-AKD-2026-07789,uchitaraha225@outlook.com,Uchita Rahayu,AKUNTANSI,I,5,6,2,13
TES-AKD-2026-07790,rinipuspit840@pln.co.id,Rini Puspita,MANAJEMEN,I,6,8,3,17
TES-AKD-2026-07791,inayuliart458@yahoo.com,Ina Yuliarti,TEKNIK INDUSTRI,II,6,7,7,20
TES-AKD-2026-07792,zulfaoktav555@gmail.com,Zulfa Oktaviani,SUPPLY CHAIN MANAGEMENT,I,8,7,7,22
TES-AKD-2026-07793,nadineyuni653@outlook.com,Nadine Yuniar,TEKNIK INDUSTRI,I,7,9,7,23
TES-AKD-2026-07794,dirjasihot815@outlook.com,Dirja Sihotang,KOMUNIKASI,I,8,8,7,23
TES-AKD-2026-07795,amizulaika363@outlook.com,Ami Zulaika,TEKNIK LINGKUNGAN,I,5,8,7,20
TES-AKD-2026-07796,cahyonojan27@pln.co.id,Cahyono Januar,ELEKTRONIKA DAN INSTRUMENTASI,I,5,7,8,20
TES-AKD-2026-07797,jayengwibo370@yahoo.com,Jayeng Wibowo,AKUNTANSI,I,7,5,6,18
TES-AKD-2026-07798,onifarida82@outlook.com,Oni Farida,ENERGI BARU TERBARUKAN,I,8,7,7,22
TES-AKD-2026-07799,agnessafit940@pln.co.id,Agnes Safitri,ELEKTRONIKA DAN INSTRUMENTASI,I,7,5,5,17
TES-AKD-2026-07800,emilwibowo558@pln.co.id,Emil Wibowo,TEKNIK LINGKUNGAN,I,10,6,8,24
TES-AKD-2026-07801,ajimatraja161@outlook.com,Ajimat Rajata,DIGITAL MARKETING DAN ANALYTICS,I,8,4,3,15
TES-AKD-2026-07802,ratihwahyu42@pln.co.id,Ratih Wahyuni,AKUNTANSI,I,7,8,6,21
TES-AKD-2026-07803,mutiasafit856@pln.co.id,Mutia Safitri,ENERGI BARU TERBARUKAN,I,5,5,5,15
TES-AKD-2026-07804,idapadmasa975@outlook.com,Ida Padmasari,MANAJEMEN ASET,I,5,10,7,22
TES-AKD-2026-07805,teguhperma390@outlook.com,Teguh Permadi,TEKNIK ELEKTRO,II,9,8,7,24
TES-AKD-2026-07806,ikhsanpras630@pln.co.id,Ikhsan Prasasta,ENERGI BARU TERBARUKAN,I,8,3,6,17
TES-AKD-2026-07807,cakrawalab917@outlook.com,Cakrawala Budiman,KONVERSI ENERGI,III,8,4,7,19
TES-AKD-2026-07808,dadithamri399@gmail.com,Dadi Thamrin,MANAJEMEN PROYEK,III,7,6,6,19
TES-AKD-2026-07809,salmansimb628@pln.co.id,Salman Simbolon,MANAJEMEN PROYEK,I,5,9,7,21
TES-AKD-2026-07810,bellanurai568@yahoo.com,Bella Nuraini,MANAJEMEN,II,7,8,7,22
TES-AKD-2026-07811,balahutaga81@pln.co.id,Bala Hutagalung,TEKNIK GEODESI,I,6,3,7,16
TES-AKD-2026-07812,ghanisuryo703@outlook.com,Ghani Suryono,TEKNIK KIMIA,I,5,6,9,20
TES-AKD-2026-07813,cawisadiwa964@pln.co.id,Cawisadi Wasita,TEKNIK MATERIAL,I,7,9,7,23
TES-AKD-2026-07814,gawatiwast630@yahoo.com,Gawati Wastuti,MANAJEMEN BISNIS,II,5,9,8,22
TES-AKD-2026-07815,galaknashi435@pln.co.id,Galak Nashiruddin,MANAJEMEN PEMASARAN,I,6,8,6,20
TES-AKD-2026-07816,gentayulia833@pln.co.id,Genta Yuliarti,TEKNIK LISTRIK,II,9,4,7,20
TES-AKD-2026-07817,sabrinahar882@outlook.com,Sabrina Haryanti,TEKNIK LISTRIK,II,5,4,7,16
TES-AKD-2026-07818,tirtayasas638@outlook.com,Tirtayasa Sirait,MANAJEMEN PEMASARAN,I,6,6,6,18
TES-AKD-2026-07819,nataliawin945@pln.co.id,Natalia Winarsih,ADMINISTRASI BISNIS,I,8,6,8,22
TES-AKD-2026-07820,pariskusma817@gmail.com,Paris Kusmawati,TEKNIK MESIN,I,5,6,7,18
TES-AKD-2026-07821,zeldahalim273@pln.co.id,Zelda Halimah,ADMINISTRASI BISNIS,I,7,9,6,22
TES-AKD-2026-07822,veroharyan572@yahoo.com,Vero Haryanto,PROGRAM STUDI LAINNYA TEKNIK,II,8,4,5,17
TES-AKD-2026-07823,cemetifirm948@yahoo.com,Cemeti Firmansyah,PSIKOLOGI,I,3,7,4,14
TES-AKD-2026-07824,siskaharya932@yahoo.com,Siska Haryanti,MANAJEMEN PROYEK,I,10,7,4,21
TES-AKD-2026-07825,yuliahalim527@outlook.com,Yulia Halimah,MANAJEMEN PEMASARAN,I,6,8,6,20
TES-AKD-2026-07826,gatotbudim184@yahoo.com,Gatot Budiman,SAFETY ENGINEERING,I,7,5,9,21
