candidate_id,batch_id,candidate_name,gender,dob,age,domisili,pendidikan,universitas,jurusan,ipk,pengalaman_kerja_tahun,sertifikasi,source_recruitment
C03409,B090,Tami Gunawan,Female,2001-11-24,25,Makassar,S1,Universitas Gadjah Mada,Teknik Mesin,3.2,0,TOEFL,Reguler
C03410,B092,Timbul Manullang,Male,2003-11-20,23,Semarang,S1,Institut Teknologi Sepuluh Nopember,Hukum,3.77,1,None,Reguler
C03411,B092,Sari Nasyiah,Female,2004-11-27,22,Balikpapan,S1,Universitas Indonesia,Teknik Elektro,3.19,0,TOEFL,Reguler
C03412,B090,Salwa Hidayat,Male,2002-04-01,24,Bandung,S1,Universitas Sebelas Maret,Ilmu Komunikasi,3.06,0,CCNA,Reguler
C03413,B092,"Tari Pratama, M.Kom.",Male,2003-06-14,23,Semarang,S1,Universitas Diponegoro,Sistem Informasi,3.38,4,None,Job Fair Kampus
C03414,B090,Vanesa Puspasari,Male,2001-08-13,25,Jakarta,S1,Telkom University,Teknik Informatika,3.29,0,None,Reguler
C03415,B092,Gading Hutagalung,Male,2004-09-08,22,Surabaya,S1,Telkom University,Ilmu Komunikasi,3.82,0,None,Campus Hiring
C03416,B092,"R. Johan Simbolon, S.Farm",Male,2002-06-09,24,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,2.92,0,CCNA,Reguler
C03417,B092,Eli Ramadan,Male,2004-09-15,22,Bandung,S1,Telkom University,Teknik Industri,3.33,0,Google Data Analytics,Reguler
C03418,B092,Jono Gunawan,Female,2003-12-06,23,Palembang,S1,Universitas Sebelas Maret,Manajemen,3.76,0,CCNA,Reguler
C03419,B091,Aisyah Hidayanto,Male,2005-06-03,21,Balikpapan,S1,Universitas Diponegoro,Teknik Mesin,3.19,0,TOEFL,Reguler
C03420,B092,"Marsito Wulandari, M.M.",Female,2005-01-12,21,Balikpapan,S1,Institut Teknologi Bandung,Psikologi,3.38,0,None,Campus Hiring
C03421,B090,Jasmin Wacana,Female,2005-09-22,21,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.04,0,TOEFL,Campus Hiring
C03422,B092,"R.A. Lala Firgantoro, S.Ked",Male,1999-06-05,27,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.86,0,AK3,Reguler
C03423,B090,Calista Mansur,Female,2003-06-10,23,Pontianak,S1,Universitas Indonesia,Teknik Sipil,2.84,0,None,Campus Hiring
C03424,B090,Salsabila Hariyah,Female,2000-10-21,26,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.93,1,None,Reguler
C03425,B091,Malika Hidayat,Male,2002-03-15,24,Bandung,S2,Universitas Airlangga,Teknik Mesin,3.26,2,None,Reguler
C03426,B090,Kuncara Wahyuni,Male,2000-02-22,26,Yogyakarta,S1,Institut Teknologi Bandung,Teknik Sipil,3.89,0,None,Reguler
C03427,B092,Nasab Farida,Male,2004-11-02,22,Palembang,S1,Universitas Airlangga,Hukum,3.47,1,None,Reguler
C03428,B092,Jarwi Setiawan,Male,2003-05-11,23,Surabaya,S1,Universitas Sebelas Maret,Teknik Industri,2.82,1,None,Campus Hiring
C03429,B090,"R. Ella Budiyanto, M.Ak",Female,2003-03-14,23,Balikpapan,S1,Institut Teknologi Bandung,Teknik Elektro,3.6,0,None,Campus Hiring
C03430,B090,Cecep Sihombing,Male,2005-04-01,21,Palembang,S1,Universitas Sebelas Maret,Teknik Mesin,3.68,0,TOEFL,Job Fair Kampus
C03431,B090,Kasusra Wijaya,Male,2005-04-01,21,Palembang,S1,Telkom University,Teknik Elektro,3.69,3,CCNA,Reguler
C03432,B092,Bahuwarna Winarsih,Female,2003-11-13,23,Bandung,S1,Telkom University,Teknik Sipil,3.99,0,None,Reguler
C03433,B091,"Dt. Murti Saputra, S.E.I",Male,2003-03-20,23,Surabaya,S1,Universitas Sebelas Maret,Sistem Informasi,3.29,1,None,Job Fair Kampus
C03434,B092,Kani Nugroho,Male,2003-03-23,23,Balikpapan,S1,Universitas Brawijaya,Manajemen,3.57,0,None,Reguler
C03435,B091,Nasab Firmansyah,Male,2005-03-25,21,Balikpapan,S1,Universitas Sebelas Maret,Manajemen,3.22,2,Google Data Analytics,Reguler
C03436,B092,"Kasiran Pratama, M.M.",Male,2004-11-07,22,Pontianak,S1,Institut Teknologi Bandung,Teknik Informatika,3.22,0,AWS CCP,Campus Hiring
C03437,B091,"Alika Usada, M.TI.",Female,2004-12-21,22,Pontianak,S1,Institut Teknologi Bandung,Teknik Industri,3.98,0,Google Data Analytics,Career Expo
C03438,B090,"Mujur Wahyuni, S.IP",Female,2005-08-19,21,Makassar,S1,Telkom University,Sistem Informasi,3.74,0,None,Campus Hiring
C03439,B092,Shakila Samosir,Male,2004-05-18,22,Bandung,S1,Universitas Brawijaya,Teknik Elektro,3.55,0,None,Reguler
C03440,B090,Anastasia Rahimah,Female,2002-08-09,24,Surabaya,S1,Universitas Padjadjaran,Teknik Elektro,3.02,1,CCNA,Campus Hiring
C03441,B092,Asirwada Waluyo,Female,2003-09-27,23,Jakarta,S2,Universitas Sebelas Maret,Teknik Industri,3.57,1,None,Campus Hiring
C03442,B090,"Sutan Wisnu Prayoga, S.I.Kom",Male,2005-08-10,21,Medan,S1,Universitas Gadjah Mada,Administrasi Bisnis,3.59,1,TOEFL,Reguler
C03443,B091,Daliono Iswahyudi,Female,2000-07-17,26,Pontianak,S1,Institut Teknologi Bandung,Sistem Informasi,2.8,0,None,Campus Hiring
C03444,B090,Imam Dabukke,Male,2004-04-13,22,Yogyakarta,S1,Universitas Brawijaya,Hukum,3.61,1,None,BUMN Bersama
C03445,B092,Gandi Nababan,Female,2005-12-02,21,Yogyakarta,S1,Universitas Padjadjaran,Sistem Informasi,2.86,0,CCNA,Job Fair Kampus
C03446,B091,"Mulyono Haryanto, S.H.",Female,2002-03-27,24,Semarang,S1,Institut Teknologi Bandung,Teknik Industri,3.93,0,None,Reguler
C03447,B090,Raditya Widiastuti,Male,2002-10-01,24,Jakarta,S1,Universitas Padjadjaran,Akuntansi,3.1,1,TOEFL,Reguler
C03448,B090,Nyoman Marbun,Male,2003-05-25,23,Medan,S1,Telkom University,Sistem Informasi,3.37,0,None,Reguler
C03449,B090,Heryanto Mulyani,Female,1996-11-25,30,Makassar,S1,Universitas Airlangga,Teknik Informatika,3.67,1,None,Reguler
C03450,B091,Rahman Simbolon,Female,2002-07-18,24,Yogyakarta,S1,Universitas Sebelas Maret,Sistem Informasi,3.37,2,None,Reguler
C03451,B090,Putri Utami,Female,2005-01-02,21,Yogyakarta,S1,Universitas Airlangga,Teknik Sipil,3.82,0,None,Reguler
C03452,B091,Leo Pranowo,Female,2004-05-21,22,Yogyakarta,S1,Universitas Indonesia,Teknik Informatika,3.63,0,None,Reguler
C03453,B091,dr. Wakiman Aryani,Female,2004-04-16,22,Bandung,S1,Universitas Sebelas Maret,Teknik Informatika,2.93,2,None,Reguler
C03454,B091,Daru Prabowo,Female,2000-06-21,26,Pontianak,S1,Universitas Sebelas Maret,Teknik Sipil,3.93,0,TOEFL,Reguler
C03455,B092,Garda Sinaga,Male,2004-10-22,22,Jakarta,S1,Universitas Indonesia,Teknik Industri,3.66,1,None,Campus Hiring
C03456,B090,Aditya Wacana,Female,2004-04-13,22,Pontianak,S2,Universitas Sebelas Maret,Teknik Sipil,3.2,0,None,Reguler
C03457,B091,"Galih Budiman, S.Sos",Female,2004-07-19,22,Yogyakarta,S1,Universitas Brawijaya,Psikologi,3.27,0,CCNA,Campus Hiring
C03458,B090,Jagapati Prasetya,Male,2001-07-03,25,Makassar,S1,Universitas Brawijaya,Sistem Informasi,3.26,0,AWS CCP,Reguler
C03459,B092,Maryadi Setiawan,Male,2002-04-03,24,Bandung,S1,Universitas Brawijaya,Psikologi,3.8,1,AK3,Campus Hiring
C03460,B092,"Leo Uwais, S.Gz",Male,2000-04-22,26,Makassar,S1,Universitas Diponegoro,Teknik Industri,2.87,0,CCNA,BUMN Bersama
C03461,B092,Timbul Pratama,Female,1999-10-12,27,Pontianak,S1,Universitas Indonesia,Teknik Industri,3.57,0,None,Reguler
C03462,B090,Ilsa Rahimah,Male,2003-04-15,23,Semarang,S1,Universitas Airlangga,Akuntansi,3.5,1,None,Reguler
C03463,B091,Ciaobella Nasyiah,Male,2001-05-11,25,Balikpapan,S1,Institut Teknologi Bandung,Teknik Mesin,3.96,0,None,Reguler
C03464,B091,"Drs. Cawisono Ramadan, S.IP",Female,2005-02-25,21,Semarang,S1,Universitas Airlangga,Teknik Mesin,2.92,1,AK3,Campus Hiring
C03465,B092,dr. Siti Wibisono,Female,2004-08-23,22,Jakarta,S1,Universitas Gadjah Mada,Teknik Mesin,3.43,0,None,BUMN Bersama
C03466,B091,"Wahyu Mansur, S.Psi",Male,2001-08-13,25,Palembang,S1,Institut Teknologi Bandung,Teknik Sipil,3.02,0,AWS CCP,Career Expo
C03467,B091,Makara Simanjuntak,Female,1997-04-08,29,Surabaya,S1,Telkom University,Psikologi,3.77,0,TOEFL,Campus Hiring
C03468,B092,"Hj. Novi Hidayat, S.Psi",Male,2003-02-12,23,Semarang,S1,Universitas Airlangga,Akuntansi,3.83,0,None,Reguler
C03469,B092,Lulut Padmasari,Male,2002-09-12,24,Balikpapan,S1,Universitas Airlangga,Sistem Informasi,3.0,1,None,Career Expo
C03470,B090,Kezia Melani,Male,2000-04-11,26,Jakarta,S1,Universitas Airlangga,Teknik Industri,3.91,0,CCNA,Job Fair Kampus
C03471,B091,"Opung Pradipta, M.TI.",Male,2005-07-03,21,Medan,S1,Universitas Sebelas Maret,Manajemen,3.9,1,None,Reguler
C03472,B090,Cut Gina Damanik,Male,2004-01-17,22,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.2,0,AWS CCP,Reguler
C03473,B092,Puti Ira Prakasa,Female,2002-02-17,24,Pontianak,S1,Universitas Brawijaya,Ilmu Komunikasi,3.16,0,AK3,Campus Hiring
C03474,B090,"Maria Prasasta, M.Ak",Male,2005-06-23,21,Semarang,S1,Universitas Sebelas Maret,Sistem Informasi,2.8,2,TOEFL,Job Fair Kampus
C03475,B090,Asmuni Mandala,Male,2003-07-01,23,Medan,S1,Institut Teknologi Bandung,Teknik Sipil,2.92,0,AK3,Reguler
C03476,B090,Najwa Sihombing,Female,2002-07-12,24,Jakarta,S1,Universitas Padjadjaran,Ilmu Komunikasi,3.19,1,CCNA,Career Expo
C03477,B090,Cakrawangsa Waluyo,Female,2000-12-23,26,Jakarta,S1,Universitas Diponegoro,Manajemen,3.09,0,None,Reguler
C03478,B092,Maras Firgantoro,Male,2002-01-27,24,Semarang,S1,Universitas Padjadjaran,Teknik Informatika,3.71,0,None,Reguler
C03479,B092,Virman Rahimah,Male,2000-12-05,26,Surabaya,S1,Institut Teknologi Sepuluh Nopember,Manajemen,2.99,0,None,Career Expo
C03480,B091,Ulya Sitompul,Male,2004-12-25,22,Surabaya,S1,Universitas Diponegoro,Teknik Sipil,3.69,2,None,Reguler
C03481,B090,Estiawan Simanjuntak,Male,2004-12-05,22,Surabaya,S1,Universitas Brawijaya,Akuntansi,3.43,0,TOEFL,Campus Hiring
C03482,B090,"Panji Gunarto, M.TI.",Male,2004-04-11,22,Semarang,S1,Universitas Airlangga,Teknik Informatika,3.08,1,None,Reguler
C03483,B092,"dr. Marsudi Suwarno, S.Ked",Female,2005-08-14,21,Yogyakarta,S1,Universitas Padjadjaran,Teknik Sipil,3.68,2,AK3,Reguler
C03484,B090,Slamet Sitompul,Female,2003-06-07,23,Makassar,S1,Institut Teknologi Bandung,Teknik Sipil,3.52,0,None,Career Expo
C03485,B092,Hesti Putra,Male,2003-03-16,23,Makassar,S1,Universitas Gadjah Mada,Akuntansi,3.31,1,None,BUMN Bersama
C03486,B091,Dt. Umaya Widiastuti,Male,2003-10-05,23,Makassar,S1,Universitas Brawijaya,Teknik Informatika,3.03,1,TOEFL,Reguler
C03487,B090,Rama Prasetya,Female,2004-09-05,22,Surabaya,S1,Universitas Gadjah Mada,Teknik Industri,3.94,0,Google Data Analytics,Reguler
C03488,B091,drg. Putri Sinaga,Male,2004-06-06,22,Palembang,S2,Universitas Gadjah Mada,Manajemen,3.38,0,None,Campus Hiring
C03489,B092,Ilyas Usamah,Female,1999-01-24,27,Medan,S1,Universitas Gadjah Mada,Hukum,3.02,0,AWS CCP,Reguler
C03490,B090,Atmaja Lestari,Female,2003-11-01,23,Semarang,S1,Universitas Airlangga,Sistem Informasi,2.84,0,None,Reguler
C03491,B091,Xanana Nababan,Male,2004-08-09,22,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.66,1,None,Campus Hiring
C03492,B092,Mahesa Megantara,Female,2001-02-24,25,Jakarta,S1,Telkom University,Ilmu Komunikasi,3.57,0,None,Campus Hiring
C03493,B090,Budi Iswahyudi,Female,2002-01-17,24,Surabaya,S1,Institut Teknologi Sepuluh Nopember,Manajemen,3.02,0,TOEFL,Reguler
C03494,B091,Lega Pudjiastuti,Male,2003-09-14,23,Yogyakarta,S1,Universitas Sebelas Maret,Akuntansi,3.79,0,None,Campus Hiring
C03495,B090,"R.A. Gilda Mayasari, S.Pt",Female,2001-06-06,25,Medan,S1,Universitas Padjadjaran,Akuntansi,3.84,0,None,Campus Hiring
C03496,B090,Tari Hastuti,Female,2002-11-27,24,Surabaya,S1,Universitas Airlangga,Sistem Informasi,3.76,0,TOEFL,Job Fair Kampus
C03497,B092,Eli Napitupulu,Male,2001-12-22,25,Yogyakarta,S1,Universitas Indonesia,Teknik Sipil,2.97,0,TOEFL,Reguler
C03498,B092,Irwan Nugroho,Male,2001-10-27,25,Yogyakarta,S1,Universitas Brawijaya,Teknik Elektro,2.84,1,None,Career Expo
C03499,B092,R.A. Ilsa Suwarno,Male,2000-06-25,26,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,2.97,0,None,Reguler
C03500,B090,Dr. Siska Pangestu,Male,2004-01-23,22,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.75,0,None,Reguler
C03501,B090,Zelda Laksmiwati,Female,2002-11-01,24,Bandung,S1,Universitas Gadjah Mada,Sistem Informasi,3.0,0,None,Job Fair Kampus
C03502,B092,Wasis Tarihoran,Female,2004-08-10,22,Palembang,S1,Universitas Diponegoro,Teknik Industri,3.14,0,None,Campus Hiring
C03503,B090,Keisha Marbun,Male,2005-11-24,21,Bandung,S1,Institut Teknologi Bandung,Teknik Informatika,2.93,0,None,Career Expo
C03504,B090,Maida Anggraini,Female,2002-01-12,24,Bandung,S1,Universitas Sebelas Maret,Sistem Informasi,3.38,0,TOEFL,Campus Hiring
C03505,B092,Drs. Oman Astuti,Male,2004-10-03,22,Semarang,S1,Universitas Indonesia,Administrasi Bisnis,3.68,3,AK3,BUMN Bersama
C03506,B090,"R.M. Reza Laksmiwati, S.Ked",Male,1996-05-19,30,Jakarta,S1,Universitas Diponegoro,Teknik Elektro,2.9,1,None,Campus Hiring
C03507,B091,"dr. Irsad Hutasoit, S.Pd",Female,2002-04-03,24,Bandung,S1,Universitas Airlangga,Teknik Sipil,3.67,0,None,Campus Hiring
C03508,B092,Drs. Eva Puspasari,Male,2003-01-25,23,Yogyakarta,S1,Universitas Sebelas Maret,Teknik Sipil,3.07,1,CCNA,Reguler
C03509,B092,"Ellis Rajasa, S.Sos",Male,2002-02-09,24,Bandung,S1,Universitas Airlangga,Psikologi,3.73,0,None,Reguler
C03510,B090,Ina Hasanah,Female,2004-02-23,22,Semarang,S1,Universitas Airlangga,Sistem Informasi,3.54,0,None,Reguler
C03511,B091,Keisha Purwanti,Male,2002-07-11,24,Surabaya,S1,Universitas Airlangga,Teknik Sipil,3.22,2,None,Campus Hiring
C03512,B091,Dr. Belinda Sitorus,Female,2004-02-06,22,Balikpapan,S1,Universitas Diponegoro,Teknik Industri,3.19,0,TOEFL,Reguler
C03513,B092,Nasrullah Halimah,Male,2002-07-24,24,Surabaya,S1,Universitas Airlangga,Administrasi Bisnis,3.72,1,None,Reguler
C03514,B091,Chandra Nainggolan,Male,2005-01-19,21,Pontianak,S1,Universitas Indonesia,Ilmu Komunikasi,3.93,0,TOEFL,Reguler
C03515,B090,Adinata Mardhiyah,Male,2005-10-20,21,Pontianak,S1,Universitas Brawijaya,Akuntansi,3.93,0,None,Job Fair Kampus
C03516,B092,"Tari Wahyudin, M.Kom.",Male,2002-11-06,24,Bandung,S1,Universitas Airlangga,Teknik Industri,3.65,1,Google Data Analytics,Reguler
C03517,B091,Lidya Widodo,Male,2001-05-21,25,Palembang,S1,Universitas Padjadjaran,Sistem Informasi,3.11,0,None,Reguler
C03518,B092,"Kasiyah Winarno, M.Kom.",Female,2002-07-27,24,Jakarta,S1,Universitas Airlangga,Teknik Sipil,2.88,0,AK3,Campus Hiring
C03519,B092,Syahrini Rahmawati,Male,2002-08-05,24,Makassar,S1,Universitas Brawijaya,Manajemen,3.54,0,None,Reguler
C03520,B090,Hasan Firgantoro,Female,2003-01-16,23,Jakarta,S1,Universitas Sebelas Maret,Sistem Informasi,3.53,2,None,Reguler
C03521,B090,Harsana Pratiwi,Male,2004-02-12,22,Semarang,S1,Universitas Padjadjaran,Teknik Mesin,3.26,0,Google Data Analytics,Reguler
C03522,B091,Dagel Fujiati,Male,2005-08-27,21,Bandung,S2,Universitas Gadjah Mada,Manajemen,3.26,1,Google Data Analytics,Reguler
C03523,B090,Vera Tampubolon,Female,1998-07-25,28,Yogyakarta,S1,Institut Teknologi Bandung,Teknik Elektro,3.61,1,TOEFL,Job Fair Kampus
C03524,B090,H. Jindra Usada,Male,2002-11-16,24,Balikpapan,S1,Universitas Padjadjaran,Teknik Industri,3.07,0,AK3,Reguler
C03525,B091,"Kartika Hakim, S.Sos",Female,2005-07-23,21,Medan,S1,Universitas Airlangga,Teknik Industri,2.82,0,TOEFL,Campus Hiring
C03526,B090,Unjani Prayoga,Female,2000-01-22,26,Pontianak,S1,Universitas Gadjah Mada,Teknik Informatika,3.23,0,TOEFL,Campus Hiring
C03527,B092,Jati Firmansyah,Male,2003-06-14,23,Yogyakarta,S1,Universitas Indonesia,Hukum,3.81,1,None,Reguler
C03528,B091,"dr. Siti Wastuti, S.Ked",Female,2005-01-23,21,Jakarta,S1,Universitas Brawijaya,Sistem Informasi,3.28,1,TOEFL,Job Fair Kampus
C03529,B090,"Salwa Yuliarti, S.E.I",Male,2001-05-20,25,Pontianak,S1,Institut Teknologi Bandung,Manajemen,3.08,0,Google Data Analytics,Reguler
C03530,B091,Rahmi Hasanah,Female,2004-12-03,22,Jakarta,S1,Institut Teknologi Bandung,Psikologi,3.13,0,Google Data Analytics,Reguler
C03531,B090,"Cakrajiya Rajasa, S.H.",Male,2001-02-11,25,Surabaya,S1,Universitas Gadjah Mada,Hukum,3.54,1,None,Campus Hiring
C03532,B090,Ir. Salimah Marpaung,Female,2005-04-19,21,Makassar,S1,Universitas Airlangga,Teknik Industri,3.86,0,None,Reguler
C03533,B091,Bambang Iswahyudi,Male,2001-06-03,25,Makassar,S1,Universitas Diponegoro,Manajemen,3.04,0,CCNA,Campus Hiring
C03534,B091,"Narji Winarno, S.Sos",Male,2004-08-18,22,Bandung,S1,Institut Teknologi Bandung,Sistem Informasi,2.94,0,None,Reguler
C03535,B091,"Rini Hutapea, M.TI.",Male,2003-04-09,23,Jakarta,S1,Telkom University,Psikologi,3.36,0,None,Campus Hiring
C03536,B090,Taufik Anggraini,Female,2005-07-13,21,Yogyakarta,S1,Universitas Diponegoro,Teknik Elektro,3.87,0,None,Reguler
C03537,B090,Radit Aryani,Female,2001-12-13,25,Surabaya,S1,Universitas Brawijaya,Psikologi,3.63,2,Google Data Analytics,Reguler
C03538,B092,Talia Sihombing,Male,2005-05-25,21,Surabaya,S1,Universitas Sebelas Maret,Teknik Elektro,3.58,0,Google Data Analytics,Reguler
C03539,B092,Dr. Maryanto Wibowo,Female,2002-02-23,24,Palembang,S1,Universitas Diponegoro,Teknik Sipil,3.85,0,TOEFL,Career Expo
C03540,B091,Tgk. Uchita Zulkarnain,Male,2002-08-09,24,Balikpapan,S1,Universitas Diponegoro,Teknik Informatika,3.47,3,None,Job Fair Kampus
C03541,B090,"H. Tedi Irawan, S.IP",Female,2003-04-24,23,Semarang,S1,Universitas Padjadjaran,Manajemen,3.73,1,TOEFL,Campus Hiring
C03542,B091,"Kemal Situmorang, S.E.I",Male,2003-08-11,23,Palembang,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,2.93,0,TOEFL,Campus Hiring
C03543,B092,Ulva Pranowo,Male,2001-01-01,25,Medan,S1,Universitas Gadjah Mada,Teknik Informatika,3.82,0,None,Job Fair Kampus
C03544,B090,"Lala Samosir, S.Ked",Male,2003-03-04,23,Balikpapan,S1,Telkom University,Psikologi,3.29,0,None,Reguler
C03545,B091,Rahman Lestari,Female,2000-09-20,26,Medan,S1,Universitas Padjadjaran,Sistem Informasi,3.23,0,None,Campus Hiring
C03546,B090,Bakti Hidayat,Female,2004-11-02,22,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.86,1,TOEFL,Reguler
C03547,B090,"H. Hamzah Novitasari, S.Farm",Male,2001-07-13,25,Yogyakarta,S2,Telkom University,Teknik Elektro,3.44,0,AWS CCP,Reguler
C03548,B090,"Edward Astuti, S.E.",Female,2001-04-06,25,Medan,S1,Institut Teknologi Sepuluh Nopember,Administrasi Bisnis,2.83,2,None,Career Expo
C03549,B092,Hardi Nashiruddin,Male,2002-05-23,24,Bandung,S2,Universitas Airlangga,Teknik Industri,2.87,0,TOEFL,Campus Hiring
C03550,B092,"Diana Napitupulu, M.Kom.",Male,1999-04-09,27,Pontianak,S1,Universitas Diponegoro,Akuntansi,3.22,0,AK3,Campus Hiring
C03551,B090,Jefri Kusumo,Male,2001-09-17,25,Yogyakarta,S1,Universitas Gadjah Mada,Sistem Informasi,3.86,0,None,Job Fair Kampus
C03552,B090,Qori Prabowo,Female,2004-03-02,22,Jakarta,S1,Universitas Brawijaya,Ilmu Komunikasi,3.41,0,None,Career Expo
C03553,B090,Daliono Halim,Female,2005-06-07,21,Palembang,S1,Institut Teknologi Bandung,Hukum,3.58,0,None,Campus Hiring
C03554,B091,"Elvina Nababan, S.T.",Male,1996-02-09,30,Medan,S1,Universitas Indonesia,Teknik Sipil,3.8,0,AK3,Reguler
C03555,B091,"drg. Maida Utami, M.Ak",Female,2003-12-03,23,Surabaya,S1,Universitas Diponegoro,Teknik Informatika,3.58,2,None,Campus Hiring
C03556,B092,Taswir Usada,Male,2003-03-23,23,Jakarta,S1,Universitas Padjadjaran,Teknik Sipil,2.88,1,Google Data Analytics,Reguler
C03557,B091,Bahuwirya Sihombing,Male,2003-05-25,23,Jakarta,S1,Institut Teknologi Bandung,Teknik Industri,3.79,0,TOEFL,Reguler
C03558,B091,Harja Maheswara,Male,1999-11-11,27,Makassar,S1,Universitas Sebelas Maret,Administrasi Bisnis,3.1,2,AK3,Campus Hiring
C03559,B090,Bella Siregar,Female,2003-06-09,23,Bandung,S2,Universitas Diponegoro,Teknik Mesin,3.21,0,Google Data Analytics,Campus Hiring
C03560,B091,Lanang Prakasa,Male,2001-09-21,25,Palembang,S1,Universitas Airlangga,Psikologi,3.02,1,None,Campus Hiring
C03561,B090,Nova Wulandari,Female,2003-03-15,23,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.73,0,TOEFL,BUMN Bersama
C03562,B091,"R. Adika Halim, S.T.",Male,2002-06-20,24,Surabaya,S1,Universitas Gadjah Mada,Teknik Mesin,3.62,0,Google Data Analytics,Reguler
C03563,B091,"Dt. Mulya Padmasari, S.Gz",Male,2003-05-16,23,Semarang,S1,Telkom University,Hukum,3.59,0,AK3,Career Expo
C03564,B090,Danuja Nurdiyanti,Male,2005-09-24,21,Surabaya,S1,Universitas Brawijaya,Teknik Industri,2.87,1,Google Data Analytics,Campus Hiring
C03565,B091,"Dt. Harimurti Suartini, M.TI.",Female,1999-03-28,27,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Psikologi,3.13,0,AWS CCP,Job Fair Kampus
C03566,B090,"T. Wardi Laksita, M.Kom.",Male,2005-10-20,21,Medan,S1,Universitas Diponegoro,Psikologi,3.12,2,Google Data Analytics,Job Fair Kampus
C03567,B091,"Tgk. Lukita Aryani, S.Psi",Male,2004-05-27,22,Balikpapan,S1,Universitas Padjadjaran,Akuntansi,3.64,0,Google Data Analytics,Campus Hiring
C03568,B090,Sabrina Siregar,Male,2002-08-13,24,Surabaya,S1,Universitas Diponegoro,Teknik Sipil,3.33,2,None,Reguler
C03569,B092,Yuliana Permadi,Female,2002-04-16,24,Bandung,S1,Universitas Padjadjaran,Ilmu Komunikasi,2.99,0,AK3,Reguler
C03570,B092,Salwa Wacana,Female,2000-04-24,26,Semarang,S1,Universitas Indonesia,Teknik Industri,3.48,0,Google Data Analytics,Reguler
C03571,B090,Rahmi Hakim,Female,2000-12-04,26,Pontianak,S1,Universitas Sebelas Maret,Teknik Sipil,3.43,1,TOEFL,Job Fair Kampus
C03572,B091,Julia Januar,Female,2000-07-06,26,Makassar,S1,Telkom University,Akuntansi,3.97,0,TOEFL,Reguler
C03573,B090,Jaga Wacana,Female,2003-09-14,23,Makassar,S1,Universitas Indonesia,Sistem Informasi,3.57,0,None,Campus Hiring
C03574,B090,"Zahra Mandala, S.Ked",Female,2002-06-15,24,Surabaya,S2,Telkom University,Sistem Informasi,3.4,0,AWS CCP,Reguler
C03575,B092,Puti Paris Setiawan,Male,2004-02-08,22,Yogyakarta,S1,Universitas Brawijaya,Manajemen,3.8,0,Google Data Analytics,Reguler
C03576,B090,"Umi Prayoga, S.I.Kom",Male,2003-06-17,23,Pontianak,S1,Universitas Airlangga,Manajemen,2.9,2,None,Campus Hiring
C03577,B091,Raina Wahyuni,Male,2003-01-14,23,Semarang,S1,Universitas Indonesia,Sistem Informasi,3.05,0,AK3,Reguler
C03578,B090,"Dr. Oliva Zulkarnain, S.Kom",Female,2003-09-07,23,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.95,0,None,Campus Hiring
C03579,B090,Makuta Sinaga,Male,2001-02-02,25,Makassar,S1,Universitas Airlangga,Teknik Sipil,3.72,2,TOEFL,Reguler
C03580,B091,Mahesa Tarihoran,Female,2000-08-16,26,Medan,S1,Universitas Padjadjaran,Teknik Elektro,3.44,1,TOEFL,Reguler
C03581,B092,"Cut Yani Simbolon, M.M.",Male,2004-02-09,22,Semarang,S1,Universitas Padjadjaran,Manajemen,3.85,0,TOEFL,Campus Hiring
C03582,B091,Luluh Laksita,Male,2003-07-08,23,Pontianak,S1,Universitas Sebelas Maret,Teknik Sipil,3.85,4,None,Reguler
C03583,B091,Ulya Suryatmi,Male,2001-07-28,25,Palembang,S1,Institut Teknologi Bandung,Teknik Mesin,3.13,0,Google Data Analytics,Campus Hiring
C03584,B091,"R. Gantar Aryani, M.Kom.",Male,2002-03-25,24,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.57,1,AK3,Reguler
C03585,B090,"Sabri Januar, S.Sos",Female,2002-08-18,24,Balikpapan,S1,Universitas Brawijaya,Akuntansi,2.96,0,None,Reguler
C03586,B090,Rachel Nababan,Male,2004-03-24,22,Pontianak,S1,Institut Teknologi Bandung,Teknik Informatika,2.93,0,Google Data Analytics,Job Fair Kampus
C03587,B090,"Dinda Nurdiyanti, M.Farm",Female,2002-05-16,24,Jakarta,S2,Universitas Padjadjaran,Akuntansi,3.42,0,AWS CCP,Reguler
