ID_PENDAFTARAN,NAMA REKRUTMEN,JENJANG,USIA,PRODI,JURUSAN ASAL PERGURUAN TINGGI / SEKOLAH,NEM/IPK,GELAR,JENIS KELAMIN,NAMA,AGAMA,STATUS,NO KTP,NO PONSEL,EMAIL,TAHUN LAHIR,BULAN LAHIR,TANGGAL LAHIR,TEMPAT LAHIR,KOTA KTP,ALAMAT KTP,KODE POS,TAHUN LULUS SMA,TAHUN MASUK SMA,TAHUN LULUS SMP,TAHUN MASUK SMP,TAHUN LULUS SD,TAHUN MASUK SD,ASAL SD/KOTA,ASAL SMP/KOTA,ASAL SMA/KOTA,UKURAN BAJU,UKURAN SEPATU,UKURAN CELANA,VERIFIKATOR,UMUR,STATUS NIKAH,IPK,JURUSAN,KTP,AKTA,IJAZAH,TRANSKRIP,ENGLISH SKILL
REG-2026-07108,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,PROGRAM STUDI LAINNYA NON TEKNIK,BINUS University,3.11,A.Md.T.,Perempuan,Amelia Namaga,Kristen,Belum Kawin,5227951667769361,0890727304,amelianama335@gmail.com,2005,8,14,Madiun,Madiun,Jl. Kutisari Selatan No. 504,46482,2023,2020,2020,2017,2017,2011,Tasikmalaya,Cimahi,Batam,XL,43,34,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-07109,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK ELEKTRO,Universitas Negeri Yogyakarta,3.65,S.T.,Laki-laki,Paiman Mahendra,Kristen,Belum Kawin,6646822766940876,+62 (21) 533 0489,paimanmahe808@yahoo.com,2002,5,6,Mojokerto,Mojokerto,Gg. Kutai No. 2,05031,2020,2017,2017,2014,2014,2008,Ambon,Cimahi,Banda Aceh,L,43,31,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-07110,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK KIMIA,Universitas Padjadjaran,3.21,S.T.,Laki-laki,Luhung Mahendra,Islam,Belum Kawin,8081089835451951,083 225 0318,luhungmahe257@pln.co.id,2003,7,3,Banjarbaru,Banjarbaru,Jalan Pasteur No. 4,08878,2021,2018,2018,2015,2015,2009,Bau-Bau,Bengkulu,Padangpanjang,XL,37,31,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07111,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,26,MANAJEMEN PROYEK,Universitas Negeri Yogyakarta,3.72,M.M.,Perempuan,Sakura Wastuti,Islam,Kawin,6024692489302367,080 571 9859,sakurawast789@yahoo.com,2000,7,14,Jambi,Jambi,Jalan Moch. Ramdan No. 7,57661,2018,2015,2015,2012,2012,2006,Ternate,Kediri,Bandung,XXL,43,36,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07112,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN BISNIS,Institut Teknologi Nasional,3.03,S.E.,Laki-laki,Martaka Narpati,Islam,Belum Kawin,3203080208747735,+62-748-993-9983,martakanar985@pln.co.id,2001,8,20,Pematangsiantar,Pematangsiantar,Jl. Ir. H. Djuanda No. 9,52768,2019,2016,2016,2013,2013,2007,Depok,Pangkalpinang,Pontianak,XXL,43,33,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07113,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,TEKNIK INDUSTRI,Telkom University,3.38,A.Md.T.,Perempuan,Zaenab Puspita,Islam,Belum Kawin,3063444360205189,+62-68-209-7725,zaenabpusp873@pln.co.id,2003,4,13,Solok,Solok,Gang Tubagus Ismail No. 632,07278,2021,2018,2018,2015,2015,2009,Kupang,Jambi,Makassar,XL,43,27,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07114,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,28,AKUNTANSI,Institut Teknologi Bandung,3.99,M.M.,Perempuan,Rahayu Kuswandari,Islam,Kawin,4777686311895350,+62-0753-230-5838,rahayukusw478@pln.co.id,1998,12,23,Bontang,Bontang,Gg. Rumah Sakit No. 1,04407,2016,2013,2013,2010,2010,2004,Sawahlunto,Palu,Banjarmasin,XXXL,39,34,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-07115,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,MANAJEMEN,Institut Teknologi Nasional,3.11,A.Md.,Laki-laki,Vega Marpaung,Islam,Belum Kawin,0201856949493780,+62-09-251-7669,vegamarpau176@gmail.com,2005,1,19,Tegal,Tegal,Gang Cihampelas No. 3,06645,2023,2020,2020,2017,2017,2011,Pariaman,Meulaboh,Pekalongan,L,39,42,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-07116,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,24,ENERGI BARU TERBARUKAN,Universitas Gadjah Mada,3.85,M.M.,Laki-laki,Dasa Waskita,Islam,Belum Kawin,0171830514137788,+62 (329) 525 8060,dasawaskit923@yahoo.com,2002,9,12,Magelang,Magelang,Gang Ronggowarsito No. 00,74163,2020,2017,2017,2014,2014,2008,Malang,Pematangsiantar,Kota Administrasi Jakarta Timur,S,38,35,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-07117,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,MANAJEMEN PEMASARAN,BINUS University,3.19,S.E.,Perempuan,Nova Purwanti,Islam,Belum Kawin,9565109769026741,+62-0119-138-0597,novapurwan765@yahoo.com,2005,6,16,Sungai Penuh,Sungai Penuh,Jalan Dipatiukur No. 0,94723,2023,2020,2020,2017,2017,2011,Bekasi,Makassar,Kota Administrasi Jakarta Pusat,M,38,30,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07118,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,PROGRAM STUDI LAINNYA NON TEKNIK,Universitas Lampung,3.38,A.Md.T.,Perempuan,Mila Purwanti,Islam,Belum Kawin,2387606145063047,+62 (074) 308-1331,milapurwan990@outlook.com,2003,1,20,Serang,Serang,Jl. Jend. Sudirman No. 6,40987,2021,2018,2018,2015,2015,2009,Sungai Penuh,Kotamobagu,Bekasi,XXXL,40,31,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-07119,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,26,Ilmu Keperawatan,Telkom University,3.83,M.M.,Perempuan,Elisa Kusmawati,Islam,Belum Kawin,2042881879993931,+62 (64) 373-3802,elisakusma518@yahoo.com,2000,7,18,Semarang,Semarang,Jalan Jayawijaya No. 5,18049,2018,2015,2015,2012,2012,2006,Padangpanjang,Kediri,Tanjungbalai,L,36,33,Siti Aminah,1,1,1,0,1,1,1,1,1
REG-2026-07120,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,24,TEKNIK BIOENERGI,Institut Teknologi Sepuluh Nopember,3.86,S.T.,Laki-laki,Warji Winarno,Islam,Belum Kawin,6360642514054945,(067) 882-8556,warjiwinar279@pln.co.id,2002,4,4,Medan,Medan,Gg. Ahmad Dahlan No. 62,82537,2020,2017,2017,2014,2014,2008,Tanjungbalai,Bandung,Bandar Lampung,S,45,35,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07121,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,ENERGI BARU TERBARUKAN,Universitas Sebelas Maret,3.22,M.M.,Laki-laki,Gandewa Adriansyah,Islam,Belum Kawin,7032591120416815,+62 (073) 538 1435,gandewaadr179@outlook.com,2001,12,20,Bontang,Bontang,Jalan Laswi No. 045,44069,2019,2016,2016,2013,2013,2007,Bekasi,Tebingtinggi,Pematangsiantar,XL,43,31,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07122,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,ADMINISTRASI,Universitas Hasanuddin,3.25,A.Md.,Perempuan,Tira Prastuti,Islam,Belum Kawin,0196353066783834,+62 (47) 196 7520,tiraprastu541@yahoo.com,2003,10,8,Yogyakarta,Yogyakarta,Jl. Kutisari Selatan No. 12,38642,2021,2018,2018,2015,2015,2009,Pagaralam,Sibolga,Tarakan,S,38,41,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07123,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK KIMIA,IPB University,3.55,S.T.,Perempuan,Shania Susanti,Islam,Belum Kawin,4811233711195422,(032) 947-7720,shaniasusa420@yahoo.com,2003,6,23,Magelang,Magelang,Gang Rajiman No. 00,62640,2021,2018,2018,2015,2015,2009,Binjai,Bau-Bau,Bau-Bau,XXXL,44,37,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07124,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN PROYEK,Universitas Gadjah Mada,3.05,S.E.,Laki-laki,Jaeman Kurniawan,Islam,Belum Kawin,5990973002658899,0826567581,jaemankurn848@yahoo.com,2001,12,9,Medan,Medan,Jl. Jend. Sudirman No. 72,03206,2019,2016,2016,2013,2013,2007,Sabang,Purwokerto,Banda Aceh,L,45,34,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07125,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,KONVERSI ENERGI,Universitas Sumatera Utara,3.21,S.E.,Laki-laki,Candra Ramadan,Islam,Belum Kawin,0446830465697309,0839026436,candrarama252@outlook.com,2004,8,10,Bandar Lampung,Bandar Lampung,Gg. Rajiman No. 259,11887,2022,2019,2019,2016,2016,2010,Sibolga,Sawahlunto,Depok,XXXL,39,40,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-07126,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,PUBLIC POLICY,Universitas Negeri Jakarta,3.51,M.M.,Perempuan,Ayu Nurdiyanti,Islam,Belum Kawin,8834996992052928,+62 (040) 847-0661,ayunurdiya439@outlook.com,1998,12,9,Bima,Bima,Jalan Ahmad Yani No. 78,88969,2016,2013,2013,2010,2010,2004,Kendari,Kota Administrasi Jakarta Pusat,Tebingtinggi,M,36,42,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-07127,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,27,TEKNIK GEODESI,Universitas Sebelas Maret,3.87,S.T.,Laki-laki,Cager Firmansyah,Islam,Kawin,8614510079816287,(0131) 582 0825,cagerfirma205@gmail.com,1999,11,25,Banjar,Banjar,Gang Raya Ujungberung No. 31,63008,2017,2014,2014,2011,2011,2005,Kota Administrasi Jakarta Utara,Makassar,Pariaman,XXL,38,38,Eko Prasetyo,0,0,1,1,1,1,1,1,1
REG-2026-07128,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,25,Pendidikan Sejarah,Universitas Jenderal Soedirman,3.5,S.E.,Laki-laki,Bagus Ramadan,Islam,Belum Kawin,3765764642099432,(0694) 348 9010,bagusramad467@pln.co.id,2001,11,20,Padang Sidempuan,Padang Sidempuan,Jl. K.H. Wahid Hasyim No. 848,45182,2019,2016,2016,2013,2013,2007,Blitar,Purwokerto,Palembang,L,38,33,Siti Aminah,1,1,1,0,1,1,1,1,1
REG-2026-07129,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,23,TEKNIK ELEKTRO,Universitas Mataram,3.36,S.T.,Perempuan,Chelsea Nasyiah,Islam,Belum Kawin,8003606616286752,+62-024-013-7355,chelseanas589@outlook.com,2003,12,17,Banjarmasin,Banjarmasin,Jalan Jayawijaya No. 03,55102,2021,2018,2018,2015,2015,2009,Batam,Sabang,Jambi,XL,40,28,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-07130,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK LISTRIK,Universitas Gadjah Mada,3.72,S.T.,Laki-laki,Candrakanta Wacana,Islam,Belum Kawin,7476017029715682,(081) 441-7345,candrakant254@outlook.com,2002,11,12,Lhokseumawe,Lhokseumawe,Gang Jayawijaya No. 6,37373,2020,2017,2017,2014,2014,2008,Singkawang,Ambon,Dumai,XXL,38,29,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-07131,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,AKUNTANSI,Universitas Brawijaya,3.09,S.E.,Perempuan,Yuni Haryanti,Islam,Belum Kawin,5635950400243302,+62 (90) 534 3955,yuniharyan929@outlook.com,2003,11,28,Cirebon,Cirebon,Gg. Kendalsari No. 6,80068,2021,2018,2018,2015,2015,2009,Madiun,Pangkalpinang,Meulaboh,XL,43,38,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07132,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK GEODESI,Universitas Airlangga,3.94,S.T.,Perempuan,Yuliana Susanti,Kristen,Belum Kawin,4415959590264300,+62 (0167) 607-5425,yulianasus810@yahoo.com,2002,12,4,Tomohon,Tomohon,Gg. Sukabumi No. 5,36711,2020,2017,2017,2014,2014,2008,Padang Sidempuan,Denpasar,Purwokerto,S,44,41,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07133,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,TEKNIK INFORMATIKA,Universitas Diponegoro,3.57,S.T.,Laki-laki,Jagapati Habibi,Islam,Belum Kawin,9560770753182824,082 738 4897,jagapatiha140@gmail.com,2005,1,10,Kendari,Kendari,Jalan Sentot Alibasa No. 6,87927,2023,2020,2020,2017,2017,2011,Bogor,Ternate,Singkawang,M,42,28,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-07134,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,MATEMATIKA,Universitas Negeri Padang,3.23,S.E.,Perempuan,Paris Halimah,Islam,Belum Kawin,5658208343667480,+62 (23) 255 9396,parishalim344@yahoo.com,2004,2,28,Tegal,Tegal,Jalan Kutai No. 4,32386,2022,2019,2019,2016,2016,2010,Padang Sidempuan,Tidore Kepulauan,Cilegon,XL,43,34,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-07135,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,Sastra Mesir Kuno,Universitas Sebelas Maret,3.13,M.M.,Perempuan,Nova Wulandari,Islam,Kawin,5471206900531437,(0627) 665 3985,novawuland267@gmail.com,2002,2,2,Kota Administrasi Jakarta Selatan,Kota Administrasi Jakarta Selatan,Gang Kutai No. 9,64888,2020,2017,2017,2014,2014,2008,Tangerang Selatan,Palangkaraya,Salatiga,M,39,42,Budi Santoso,1,1,1,0,1,1,1,1,1
REG-2026-07136,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,26,MANAJEMEN RISIKO,Universitas Negeri Jakarta,3.85,M.M.,Laki-laki,Emin Permadi,Islam,Belum Kawin,1692286822281667,+62-072-917-2291,eminpermad566@yahoo.com,2000,12,4,Madiun,Madiun,Jalan Antapani Lama No. 2,12229,2018,2015,2015,2012,2012,2006,Lhokseumawe,Kota Administrasi Jakarta Pusat,Palangkaraya,XXXL,37,34,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07137,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,HUKUM,BINUS University,3.77,M.M.,Perempuan,Lili Maryati,Islam,Belum Kawin,1570736128391891,+62 (695) 779 0971,lilimaryat303@pln.co.id,2002,9,19,Surakarta,Surakarta,Gang Cihampelas No. 58,27607,2020,2017,2017,2014,2014,2008,Pekalongan,Kota Administrasi Jakarta Utara,Singkawang,XL,45,35,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07138,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,24,ENERGI BARU TERBARUKAN,Universitas Airlangga,3.11,M.M.,Perempuan,Sadina Laksmiwati,Katolik,Belum Kawin,6175124230776311,+62-870-348-9216,sadinalaks83@outlook.com,2002,10,25,Lubuklinggau,Lubuklinggau,Jalan Sadang Serang No. 04,35257,2020,2017,2017,2014,2014,2008,Pontianak,Banjar,Tegal,M,41,32,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-07139,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,MANAJEMEN PEMASARAN,Universitas Indonesia,3.67,S.E.,Laki-laki,Jefri Waskita,Islam,Belum Kawin,2492607626904926,+62 (0250) 216-7088,jefriwaski932@gmail.com,2004,8,26,Bima,Bima,Gg. Cihampelas No. 540,43836,2022,2019,2019,2016,2016,2010,Padang Sidempuan,Bima,Bukittinggi,L,45,28,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07140,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,26,PUBLIC POLICY,Universitas Tadulako,3.78,M.M.,Laki-laki,Edi Pratama,Katolik,Belum Kawin,9546804889681003,+62 (86) 819 4489,edipratama641@gmail.com,2000,4,16,Pariaman,Pariaman,Jl. Surapati No. 4,91332,2018,2015,2015,2012,2012,2006,Banjarbaru,Sorong,Palembang,XL,40,36,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-07141,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK MESIN,Institut Teknologi Bandung,3.23,S.T.,Laki-laki,Bajragin Lazuardi,Islam,Belum Kawin,6691390299702369,+62 (0757) 859-2746,bajraginla996@gmail.com,2005,7,19,Padang Sidempuan,Padang Sidempuan,Gg. Cikapayang No. 844,89643,2023,2020,2020,2017,2017,2011,Yogyakarta,Tual,Binjai,XL,38,32,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-07142,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,PROGRAM STUDI LAINNYA TEKNIK,BINUS University,3.45,A.Md.T.,Perempuan,Maya Mayasari,Islam,Belum Kawin,0601053385372252,+62 (0995) 927-8418,mayamayasa241@yahoo.com,2005,2,17,Jayapura,Jayapura,Gg. M.H Thamrin No. 393,84189,2023,2020,2020,2017,2017,2011,Magelang,Surakarta,Tangerang,S,40,32,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07143,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,ADMINISTRASI BISNIS,Universitas Negeri Yogyakarta,3.74,S.E.,Perempuan,Lalita Hariyah,Islam,Belum Kawin,7420959804040480,+62-06-618-6864,lalitahari836@pln.co.id,2001,10,19,Tanjungpinang,Tanjungpinang,Gg. Yos Sudarso No. 46,38834,2019,2016,2016,2013,2013,2007,Banjar,Cilegon,Tomohon,XL,42,29,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07144,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK SIPIL,Institut Teknologi Nasional,3.21,S.T.,Perempuan,Amelia Yuniar,Islam,Belum Kawin,1496673113611779,+62-296-078-9561,ameliayuni971@gmail.com,2002,4,5,Sibolga,Sibolga,Gang Antapani Lama No. 44,52573,2020,2017,2017,2014,2014,2008,Malang,Pekalongan,Magelang,M,38,29,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-07145,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK INFORMATIKA,Telkom University,3.64,A.Md.T.,Laki-laki,Luhung Zulkarnain,Kristen,Belum Kawin,1511789913854623,(006) 565-7522,luhungzulk221@gmail.com,2002,3,20,Madiun,Madiun,Jalan Kendalsari No. 142,42882,2020,2017,2017,2014,2014,2008,Tangerang,Tebingtinggi,Bau-Bau,XXL,38,37,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07146,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,TEKNIK MESIN,Universitas Negeri Surabaya,3.16,S.T.,Laki-laki,Muhammad Megantara,Islam,Belum Kawin,2548175506076865,087 766 7733,muhammadme114@pln.co.id,2005,9,4,Kediri,Kediri,Jl. Raya Ujungberung No. 1,86300,2023,2020,2020,2017,2017,2011,Subulussalam,Langsa,Kota Administrasi Jakarta Pusat,XXXL,44,28,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-07147,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,MANAJEMEN BISNIS,Institut Teknologi Bandung,3.79,S.E.,Perempuan,Zahra Rahayu,Islam,Belum Kawin,1208888697553883,+62 (0867) 816 0229,zahrarahay565@yahoo.com,2005,2,6,Tasikmalaya,Tasikmalaya,Gg. M.H Thamrin No. 1,31702,2023,2020,2020,2017,2017,2011,Tegal,Pekanbaru,Blitar,L,36,37,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-07148,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,MANAJEMEN,Universitas Lampung,3.69,S.E.,Laki-laki,Reksa Simanjuntak,Islam,Belum Kawin,7134651437501817,+62 (553) 170-9285,reksasiman183@gmail.com,2004,6,25,Tangerang,Tangerang,Gg. Kutisari Selatan No. 148,79578,2022,2019,2019,2016,2016,2010,Pasuruan,Pasuruan,Pematangsiantar,S,39,36,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07149,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,TEKNIK ELEKTRO,Institut Teknologi Bandung,3.95,A.Md.T.,Perempuan,Yance Haryanti,Islam,Belum Kawin,8019755271933908,(0115) 279 1391,yanceharya48@outlook.com,2003,5,22,Solok,Solok,Jl. Gedebage Selatan No. 81,02564,2021,2018,2018,2015,2015,2009,Yogyakarta,Cirebon,Batam,XXXL,36,35,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07150,REKRUTMEN PLN GROUP DIRECT SHOPPING,D3,22,KEUANGAN,Universitas Indonesia,3.44,A.Md.,Laki-laki,Darmaji Uwais,Islam,Belum Kawin,1238610182807469,+62-678-728-4637,darmajiuwa358@outlook.com,2004,8,20,Bogor,Bogor,Gang HOS. Cokroaminoto No. 049,09488,2022,2019,2019,2016,2016,2010,Tangerang,Tidore Kepulauan,Pekanbaru,L,42,27,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-07151,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,TEKNIK KIMIA,Universitas Airlangga,3.18,S.T.,Laki-laki,Tasdik Tampubolon,Islam,Belum Kawin,9657249869207855,(0741) 541 6783,tasdiktamp398@pln.co.id,2005,3,23,Palembang,Palembang,Jl. Ciwastra No. 16,89020,2023,2020,2020,2017,2017,2011,Parepare,Denpasar,Gorontalo,XXXL,39,42,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-07152,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,25,PUBLIC POLICY,Universitas Indonesia,3.16,M.M.,Laki-laki,Oskar Natsir,Hindu,Belum Kawin,5339975206119039,+62 (0029) 262 3904,oskarnatsi940@gmail.com,2001,8,1,Bogor,Bogor,Gang BKR No. 5,33317,2019,2016,2016,2013,2013,2007,Bima,Tangerang,Batam,XXL,43,29,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07153,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,PROGRAM STUDI LAINNYA TEKNIK,Universitas Indonesia,3.39,A.Md.T.,Perempuan,Wirda Hartati,Islam,Belum Kawin,3707821130220824,(029) 600 5064,wirdaharta837@outlook.com,2001,4,19,Kendari,Kendari,Gg. Suniaraja No. 2,13916,2019,2016,2016,2013,2013,2007,Jambi,Makassar,Samarinda,M,44,28,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-07154,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,MANAJEMEN,Universitas Jember,3.96,M.M.,Perempuan,Kiandra Utami,Islam,Kawin,6606906661675388,+62 (078) 651-6827,kiandrauta335@yahoo.com,2001,11,20,Solok,Solok,Jl. Dipatiukur No. 925,69081,2019,2016,2016,2013,2013,2007,Sawahlunto,Tanjungpinang,Singkawang,S,40,34,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-07155,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MATEMATIKA,Universitas Indonesia,3.02,S.E.,Perempuan,Vivi Haryanti,Kristen,Belum Kawin,4564896983587484,(000) 471 3909,viviharyan596@gmail.com,2001,4,21,Batu,Batu,Jalan Laswi No. 0,73848,2019,2016,2016,2013,2013,2007,Semarang,Kendari,Padang Sidempuan,L,37,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-07156,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,24,ADMINISTRASI BISNIS,Universitas Indonesia,3.99,M.M.,Laki-laki,Gatra Wibisono,Islam,Belum Kawin,8579856324257963,+62 (030) 398 0124,gatrawibis618@yahoo.com,2002,12,4,Madiun,Madiun,Gg. PHH. Mustofa No. 6,45206,2020,2017,2017,2014,2014,2008,Serang,Blitar,Palu,XXXL,42,41,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-07157,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,MANAJEMEN KEUANGAN,Universitas Gadjah Mada,3.59,M.M.,Perempuan,Hani Wahyuni,Islam,Belum Kawin,6956947416958017,(070) 018-3388,haniwahyun872@gmail.com,2000,4,2,Meulaboh,Meulaboh,Jalan Jend. A. Yani No. 584,24357,2018,2015,2015,2012,2012,2006,Palopo,Payakumbuh,Palangkaraya,XL,36,37,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-07158,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,TEKNIK ELEKTRO,Universitas Airlangga,3.3,M.M.,Perempuan,Siska Permata,Islam,Belum Kawin,4841249884547057,+62-0279-034-0641,siskaperma440@gmail.com,2001,3,15,Kota Administrasi Jakarta Barat,Kota Administrasi Jakarta Barat,Jl. Bangka Raya No. 607,01800,2019,2016,2016,2013,2013,2007,Kotamobagu,Padang,Tanjungbalai,XXXL,41,42,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-07159,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,KONVERSI ENERGI,Universitas Sam Ratulangi,3.83,S.E.,Perempuan,Unjani Puspasari,Islam,Belum Kawin,5782013042436282,(0209) 176-0912,unjanipusp946@yahoo.com,2001,6,14,Banjarbaru,Banjarbaru,Jl. Dipenogoro No. 2,58659,2019,2016,2016,2013,2013,2007,Tidore Kepulauan,Sukabumi,Kota Administrasi Jakarta Selatan,XXXL,45,40,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-07160,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,27,PUBLIC POLICY,Universitas Airlangga,3.38,M.M.,Laki-laki,Jaeman Waskita,Islam,Kawin,7181704919025641,+62-0389-401-7561,jaemanwask269@pln.co.id,1999,7,14,Pagaralam,Pagaralam,Gg. Sukajadi No. 568,86593,2017,2014,2014,2011,2011,2005,Banjarbaru,Tangerang Selatan,Kota Administrasi Jakarta Barat,M,37,40,Budi Santoso,1,1,1,1,1,1,1,1,1
