NO TES,EMAIL,NAMA,PRODI,Ak Jawaban Benar,Ak Jawaban Salah,Ak Jawaban Kosong,Ak Skor,En Jawaban Benar,En Jawaban Salah,En Jawaban Kosong,En Skor,TOTAL SKOR AKDING
TES-AKD-2026-07952,paulinsusa138@outlook.com,Paulin Susanti,ENERGI BARU TERBARUKAN,27,22,1,86,31,16,3,108,194
TES-AKD-2026-07953,anaastuti634@gmail.com,Ana Astuti,AKUNTANSI,38,9,3,143,23,22,5,70,213
TES-AKD-2026-07954,ozyrajata588@pln.co.id,Ozy Rajata,TEKNIK INFORMATIKA,28,21,1,91,26,20,4,84,175
TES-AKD-2026-07955,nasimprada423@outlook.com,Nasim Pradana,PROGRAM STUDI LAINNYA NON TEKNIK,38,9,3,143,34,11,5,125,268
TES-AKD-2026-07956,karnadaman96@pln.co.id,Karna Damanik,AKUNTANSI,25,20,5,80,39,11,0,145,225
TES-AKD-2026-07957,marsitoraj530@gmail.com,Marsito Rajasa,MANAJEMEN PEMASARAN,32,18,0,110,34,11,5,125,235
TES-AKD-2026-07958,kusumamans95@gmail.com,Kusuma Mansur,PUBLIC POLICY,38,7,5,145,33,16,1,116,261
TES-AKD-2026-07959,damaruwais862@gmail.com,Damar Uwais,SUPPLY CHAIN MANAGEMENT,13,37,0,15,26,22,2,82,97
TES-AKD-2026-07960,asirwandaw879@gmail.com,Asirwanda Winarno,TEKNIK SIPIL,34,12,4,124,30,18,2,102,226
TES-AKD-2026-07961,asirwadanu691@yahoo.com,Asirwada Nugroho,TEKNIK INDUSTRI,28,22,0,90,30,18,2,102,192
TES-AKD-2026-07962,usyinasyid972@yahoo.com,Usyi Nasyidah,TEKNIK MESIN,24,21,5,75,29,19,2,97,172
TES-AKD-2026-07963,saripurnaw155@outlook.com,Sari Purnawati,TEKNIK MESIN,28,18,4,94,25,25,0,75,169
TES-AKD-2026-07964,jessicausa988@gmail.com,Jessica Usada,DIGITAL MARKETING DAN ANALYTICS,43,2,5,170,30,16,4,104,274
TES-AKD-2026-07965,perkasaman436@yahoo.com,Perkasa Mandala,TEKNIK PERTAMBANGAN,36,10,4,134,29,21,0,95,229
TES-AKD-2026-07966,yessiwidia301@gmail.com,Yessi Widiastuti,TEKNIK LINGKUNGAN,42,8,0,160,34,11,5,125,285
TES-AKD-2026-07967,ulihartati508@yahoo.com,Uli Hartati,TEKNIK KIMIA,48,2,0,190,21,24,5,60,250
TES-AKD-2026-07968,umiaryani420@pln.co.id,Umi Aryani,KOMUNIKASI,36,13,1,131,26,19,5,85,216
TES-AKD-2026-07969,vickysusan892@gmail.com,Vicky Susanti,KEUANGAN,28,17,5,95,23,22,5,70,165
TES-AKD-2026-07970,agnesyolan421@yahoo.com,Agnes Yolanda,MANAJEMEN ASET,28,20,2,92,31,17,2,107,199
TES-AKD-2026-07971,prayitnama97@yahoo.com,Prayitna Maulana,AKUNTANSI,31,14,5,110,40,8,2,152,262
TES-AKD-2026-07972,gandanabab587@pln.co.id,Ganda Nababan,KESELAMATAN DAN KESEHATAN KERJA,32,17,1,111,22,25,3,63,174
TES-AKD-2026-07973,dewirahayu18@yahoo.com,Dewi Rahayu,TEKNIK BIOENERGI,33,17,0,115,29,20,1,96,211
TES-AKD-2026-07974,bagasgunaw35@gmail.com,Bagas Gunawan,TEKNIK BIOENERGI,32,15,3,113,19,30,1,46,159
TES-AKD-2026-07975,rachelpudj802@pln.co.id,Rachel Pudjiastuti,PSIKOLOGI,40,8,2,152,28,22,0,90,242
TES-AKD-2026-07976,jumarisapu59@yahoo.com,Jumari Saputra,HUKUM,25,21,4,79,41,9,0,155,234
TES-AKD-2026-07977,jabalperma784@gmail.com,Jabal Permadi,TEKNIK INFORMATIKA,30,20,0,100,35,12,3,128,228
TES-AKD-2026-07978,gangsarzul989@yahoo.com,Gangsar Zulkarnain,ADMINISTRASI,15,33,2,27,18,31,1,41,68
TES-AKD-2026-07979,viktorwaca578@pln.co.id,Viktor Wacana,MANAJEMEN BISNIS,28,21,1,91,45,4,1,176,267
TES-AKD-2026-07980,rosmanbudi562@yahoo.com,Rosman Budiyanto,TEKNIK ELEKTRO,37,8,5,140,33,17,0,115,255
TES-AKD-2026-07981,janewastut51@outlook.com,Jane Wastuti,MANAJEMEN,15,34,1,26,41,8,1,156,182
TES-AKD-2026-07982,kaylasuart156@gmail.com,Kayla Suartini,MANAJEMEN PROYEK,25,23,2,77,28,22,0,90,167
TES-AKD-2026-07983,lantarjanu727@pln.co.id,Lantar Januar,KOMUNIKASI,41,4,5,160,17,32,1,36,196
TES-AKD-2026-07984,jarwisirai279@pln.co.id,Jarwi Sirait,TEKNIK INDUSTRI,31,15,4,109,27,23,0,85,194
TES-AKD-2026-07985,wulanhalim407@pln.co.id,Wulan Halimah,MANAJEMEN INVESTASI BANK,32,14,4,114,35,11,4,129,243
TES-AKD-2026-07986,sariyoland710@pln.co.id,Sari Yolanda,ENERGI BARU TERBARUKAN,29,21,0,95,37,10,3,138,233
TES-AKD-2026-07987,dinanasyid615@outlook.com,Dina Nasyidah,HUKUM,46,4,0,180,41,8,1,156,336
TES-AKD-2026-07988,gabriellap990@yahoo.com,Gabriella Pratiwi,TEKNIK KIMIA,35,15,0,125,18,30,2,42,167
TES-AKD-2026-07989,gentalaksm80@outlook.com,Genta Laksmiwati,BIG DATA DAN BUSINESS INTELLIGENCE,40,8,2,152,33,12,5,120,272
TES-AKD-2026-07990,edinugroho361@gmail.com,Edi Nugroho,TEKNIK MESIN,45,0,5,180,26,22,2,82,262
TES-AKD-2026-07991,zeldanovit20@outlook.com,Zelda Novitasari,MANAJEMEN BISNIS,31,15,4,109,45,2,3,178,287
TES-AKD-2026-07992,asmanhalim297@gmail.com,Asman Halim,TEKNIK GEOLOGI,35,15,0,125,42,5,3,163,288
TES-AKD-2026-07993,ramasalahu15@yahoo.com,Rama Salahudin,TEKNIK ELEKTRO,45,0,5,180,21,27,2,57,237
TES-AKD-2026-07994,yessipurwa115@outlook.com,Yessi Purwanti,TEKNIK ELEKTRO,35,14,1,126,32,17,1,111,237
TES-AKD-2026-07995,amiwidiast954@pln.co.id,Ami Widiastuti,PROGRAM STUDI LAINNYA TEKNIK,46,3,1,181,7,40,3,-12,169
TES-AKD-2026-07996,pujifarida466@gmail.com,Puji Farida,TEKNIK GEODESI,35,11,4,129,37,10,3,138,267
TES-AKD-2026-07997,fathonahan136@yahoo.com,Fathonah Anggraini,PROGRAM STUDI LAINNYA NON TEKNIK,36,13,1,131,40,7,3,153,284
TES-AKD-2026-07998,lanjarjanu249@gmail.com,Lanjar Januar,MANAJEMEN BISNIS,36,14,0,130,24,24,2,72,202
TES-AKD-2026-07999,dimasjanua620@pln.co.id,Dimas Januar,ADMINISTRASI BISNIS,46,0,4,184,22,24,4,64,248
TES-AKD-2026-08000,irmanovita674@gmail.com,Irma Novitasari,MANAJEMEN,30,17,3,103,27,21,2,87,190
TES-AKD-2026-08001,malamelani247@outlook.com,Mala Melani,ENERGI BARU TERBARUKAN,37,11,2,137,19,28,3,48,185
TES-AKD-2026-08002,baktiantos618@pln.co.id,Baktianto Simbolon,ADMINISTRASI,32,18,0,110,35,10,5,130,240
TES-AKD-2026-08003,kuncarawac570@pln.co.id,Kuncara Wacana,TEKNIK ELEKTRO,32,13,5,115,31,15,4,109,224
TES-AKD-2026-08004,cindypudji455@yahoo.com,Cindy Pudjiastuti,MANAJEMEN PROYEK,26,21,3,83,18,30,2,42,125
TES-AKD-2026-08005,kacunghida792@yahoo.com,Kacung Hidayat,ADMINISTRASI,35,13,2,127,17,30,3,38,165
TES-AKD-2026-08006,ciciriyant571@pln.co.id,Cici Riyanti,TEKNIK ELEKTRO,35,11,4,129,28,21,1,91,220
TES-AKD-2026-08007,dinapuspit112@outlook.com,Dina Puspita,TEKNIK KIMIA,27,22,1,86,24,25,1,71,157
TES-AKD-2026-08008,maraswacan745@pln.co.id,Maras Wacana,TEKNIK ELEKTRO,34,14,2,122,45,0,5,180,302
TES-AKD-2026-08009,novausamah938@outlook.com,Nova Usamah,TEKNIK INDUSTRI,33,13,4,119,25,25,0,75,194
TES-AKD-2026-08010,alikaprati700@gmail.com,Alika Pratiwi,SUPPLY CHAIN MANAGEMENT,37,13,0,135,26,21,3,83,218
TES-AKD-2026-08011,emasanggri986@yahoo.com,Emas Anggriawan,MANAJEMEN KEUANGAN,34,16,0,120,30,19,1,101,221
TES-AKD-2026-08012,virmankusu649@pln.co.id,Virman Kusumo,TEKNIK MESIN,30,15,5,105,25,21,4,79,184
TES-AKD-2026-08013,karimahpra440@yahoo.com,Karimah Prastuti,TEKNIK INFORMATIKA,32,18,0,110,28,18,4,94,204
TES-AKD-2026-08014,rudipraset163@pln.co.id,Rudi Prasetya,HUKUM,23,23,4,69,36,11,3,133,202
TES-AKD-2026-08015,artantomeg51@gmail.com,Artanto Megantara,MANAJEMEN,15,35,0,25,33,15,2,117,142
TES-AKD-2026-08016,cahyonohab307@pln.co.id,Cahyono Habibi,ADMINISTRASI BISNIS,12,35,3,13,26,20,4,84,97
TES-AKD-2026-08017,candrawask769@outlook.com,Candra Waskita,TEKNIK MESIN,42,4,4,164,27,18,5,90,254
TES-AKD-2026-08018,darmanhali968@yahoo.com,Darman Halim,ADMINISTRASI BISNIS,19,30,1,46,27,19,4,89,135
TES-AKD-2026-08019,hanisusant523@gmail.com,Hani Susanti,SUPPLY CHAIN MANAGEMENT,22,26,2,62,22,27,1,61,123
TES-AKD-2026-08020,eriktamba786@pln.co.id,Erik Tamba,KOMUNIKASI,30,20,0,100,31,14,5,110,210
TES-AKD-2026-08021,mariawidia172@yahoo.com,Maria Widiastuti,BIG DATA DAN BUSINESS INTELLIGENCE,38,10,2,142,25,20,5,80,222
TES-AKD-2026-08022,almirautam41@yahoo.com,Almira Utami,MATEMATIKA,29,20,1,96,39,9,2,147,243
TES-AKD-2026-08023,anitahassa989@pln.co.id,Anita Hassanah,ADMINISTRASI BISNIS,38,7,5,145,40,5,5,155,300
TES-AKD-2026-08024,tasnimwina539@pln.co.id,Tasnim Winarno,TEKNIK BIOENERGI,42,8,0,160,31,15,4,109,269
TES-AKD-2026-08025,halimahast417@pln.co.id,Halima Hastuti,TEKNIK LINGKUNGAN,34,14,2,122,32,13,5,115,237
TES-AKD-2026-08026,yaniaryani76@outlook.com,Yani Aryani,ADMINISTRASI BISNIS,38,11,1,141,25,24,1,76,217
TES-AKD-2026-08027,lalamaryat962@yahoo.com,Lala Maryati,ADMINISTRASI BISNIS,37,10,3,138,29,20,1,96,234
TES-AKD-2026-08028,kalatamba462@outlook.com,Kala Tamba,TEKNIK ELEKTRO,29,18,3,98,24,25,1,71,169
TES-AKD-2026-08029,hildahastu524@pln.co.id,Hilda Hastuti,TEKNIK INDUSTRI,31,15,4,109,40,6,4,154,263
TES-AKD-2026-08030,zulfalaksm211@outlook.com,Zulfa Laksmiwati,TEKNIK MATERIAL,24,22,4,74,40,10,0,150,224
TES-AKD-2026-08031,yuniutami747@gmail.com,Yuni Utami,MANAJEMEN BISNIS,29,19,2,97,25,23,2,77,174
TES-AKD-2026-08032,hasnanasyi909@gmail.com,Hasna Nasyiah,TEKNIK PERTAMBANGAN,33,12,5,120,29,16,5,100,220
TES-AKD-2026-08033,julikuswan714@outlook.com,Juli Kuswandari,HUKUM,23,27,0,65,27,18,5,90,155
TES-AKD-2026-08034,safinapurn518@gmail.com,Safina Purnawati,TEKNIK BIOENERGI,33,17,0,115,39,8,3,148,263
TES-AKD-2026-08035,rahayuprat568@pln.co.id,Rahayu Pratiwi,AKUNTANSI,30,18,2,102,43,4,3,168,270
TES-AKD-2026-08036,rachelwast314@pln.co.id,Rachel Wastuti,MANAJEMEN PROYEK,27,18,5,90,38,9,3,143,233
TES-AKD-2026-08037,taufannugr478@yahoo.com,Taufan Nugroho,ADMINISTRASI,23,24,3,68,23,22,5,70,138
TES-AKD-2026-08038,tinapurnaw789@yahoo.com,Tina Purnawati,HUKUM,31,19,0,105,36,10,4,134,239
TES-AKD-2026-08039,gawatimand685@yahoo.com,Gawati Mandasari,AKUNTANSI,30,19,1,101,23,27,0,65,166
TES-AKD-2026-08040,amaliaangg144@pln.co.id,Amalia Anggraini,TEKNIK INFORMATIKA,37,9,4,139,27,19,4,89,228
TES-AKD-2026-08041,rusmanhaki278@yahoo.com,Rusman Hakim,MANAJEMEN PROYEK,29,16,5,100,38,12,0,140,240
TES-AKD-2026-08042,fathonahpa49@gmail.com,Fathonah Padmasari,SUPPLY CHAIN MANAGEMENT,34,13,3,123,10,39,1,1,124
TES-AKD-2026-08043,raisanasyi608@gmail.com,Raisa Nasyiah,TEKNIK ELEKTRO,36,9,5,135,26,20,4,84,219
TES-AKD-2026-08044,janearyani574@pln.co.id,Jane Aryani,DATA SCIENCE,47,2,1,186,26,22,2,82,268
TES-AKD-2026-08045,michellear519@pln.co.id,Michelle Aryani,KEUANGAN,32,16,2,112,19,26,5,50,162
TES-AKD-2026-08046,karimanpra174@yahoo.com,Kariman Pradipta,MANAJEMEN INVESTASI BANK,34,13,3,123,33,16,1,116,239
TES-AKD-2026-08047,almirayuli367@outlook.com,Almira Yuliarti,DIGITAL MARKETING DAN ANALYTICS,38,9,3,143,28,19,3,93,236
TES-AKD-2026-08048,kurniabudi913@gmail.com,Kurnia Budiyanto,PROGRAM STUDI LAINNYA TEKNIK,36,13,1,131,35,12,3,128,259
TES-AKD-2026-08049,lailasurya118@outlook.com,Laila Suryatmi,AKUNTANSI,35,11,4,129,24,26,0,70,199
TES-AKD-2026-08050,tirapurnaw582@yahoo.com,Tira Purnawati,TEKNIK INDUSTRI,40,6,4,154,19,31,0,45,199
TES-AKD-2026-08051,elisusanti929@yahoo.com,Eli Susanti,TEKNIK MATERIAL,33,12,5,120,16,29,5,35,155
TES-AKD-2026-08052,siskaandri20@gmail.com,Siska Andriani,TEKNIK PERTAMBANGAN,35,10,5,130,22,24,4,64,194
TES-AKD-2026-08053,yunitamaya25@gmail.com,Yunita Mayasari,MANAJEMEN PROYEK,35,12,3,128,41,6,3,158,286
TES-AKD-2026-08054,jagapatima708@yahoo.com,Jagapati Maryadi,TEKNIK ELEKTRO,32,17,1,111,36,11,3,133,244
TES-AKD-2026-08055,halimarahm191@pln.co.id,Halima Rahmawati,KESELAMATAN DAN KESEHATAN KERJA,36,12,2,132,41,6,3,158,290
TES-AKD-2026-08056,sitilailas661@gmail.com,Siti Lailasari,MANAJEMEN BISNIS,33,16,1,116,31,19,0,105,221
TES-AKD-2026-08057,ciaobellas554@outlook.com,Ciaobella Suryatmi,TEKNIK ELEKTRO,23,25,2,67,36,13,1,131,198
TES-AKD-2026-08058,silviamela400@yahoo.com,Silvia Melani,SAFETY ENGINEERING,34,13,3,123,35,15,0,125,248
TES-AKD-2026-08059,galurhutas757@gmail.com,Galur Hutasoit,MANAJEMEN,33,16,1,116,27,18,5,90,206
TES-AKD-2026-08060,eluhwacana826@outlook.com,Eluh Wacana,AKUNTANSI,26,20,4,84,35,10,5,130,214
TES-AKD-2026-08061,cecepsuwar377@outlook.com,Cecep Suwarno,AKUNTANSI,30,18,2,102,29,17,4,99,201
TES-AKD-2026-08062,taliarahay445@gmail.com,Talia Rahayu,TEKNIK LINGKUNGAN,38,8,4,144,27,20,3,88,232
TES-AKD-2026-08063,lalaaryani149@gmail.com,Lala Aryani,ENERGI BARU TERBARUKAN,22,26,2,62,32,16,2,112,174
TES-AKD-2026-08064,omansitomp963@gmail.com,Oman Sitompul,PUBLIC POLICY,37,12,1,136,44,2,4,174,310
TES-AKD-2026-08065,elisafarid912@yahoo.com,Elisa Farida,TEKNIK GEOLOGI,38,9,3,143,29,17,4,99,242
TES-AKD-2026-08066,vanyawidia807@pln.co.id,Vanya Widiastuti,MANAJEMEN,35,12,3,128,29,19,2,97,225
TES-AKD-2026-08067,nugrahasit413@outlook.com,Nugraha Sitorus,TEKNIK PERTAMBANGAN,37,13,0,135,29,19,2,97,232
TES-AKD-2026-08068,puspayulia881@yahoo.com,Puspa Yuliarti,TEKNIK KIMIA,36,14,0,130,21,24,5,60,190
TES-AKD-2026-08069,kawacamega733@gmail.com,Kawaca Megantara,BIG DATA DAN BUSINESS INTELLIGENCE,41,5,4,159,31,18,1,106,265
TES-AKD-2026-08070,ratnapalas761@outlook.com,Ratna Palastri,MATEMATIKA,25,22,3,78,17,30,3,38,116
TES-AKD-2026-08071,gardaprata960@gmail.com,Garda Pratama,MANAJEMEN PROYEK,26,22,2,82,41,5,4,159,241
TES-AKD-2026-08072,kalawidodo661@outlook.com,Kala Widodo,TEKNIK ELEKTRO,42,5,3,163,39,9,2,147,310
TES-AKD-2026-08073,caturjanua829@pln.co.id,Catur Januar,TEKNIK GEODESI,44,3,3,173,26,21,3,83,256
TES-AKD-2026-08074,taswirmarp767@gmail.com,Taswir Marpaung,DATA SCIENCE,33,13,4,119,43,3,4,169,288
TES-AKD-2026-08075,ikamayasar321@outlook.com,Ika Mayasari,MANAJEMEN KEUANGAN,29,20,1,96,21,25,4,59,155
TES-AKD-2026-08076,kambalisim879@pln.co.id,Kambali Simanjuntak,MANAJEMEN PROYEK,19,28,3,48,36,13,1,131,179
TES-AKD-2026-08077,samsulnaba756@pln.co.id,Samsul Nababan,MANAJEMEN,26,24,0,80,40,8,2,152,232
TES-AKD-2026-08078,yuliahalim310@outlook.com,Yulia Halimah,MANAJEMEN,27,19,4,89,40,8,2,152,241
TES-AKD-2026-08079,mutiamardh157@gmail.com,Mutia Mardhiyah,SUPPLY CHAIN MANAGEMENT,23,25,2,67,24,22,4,74,141
TES-AKD-2026-08080,galuhsaput240@gmail.com,Galuh Saputra,MANAJEMEN PEMASARAN,37,11,2,137,32,14,4,114,251
TES-AKD-2026-08081,arishalim250@yahoo.com,Aris Halim,MANAJEMEN KEUANGAN,25,21,4,79,27,21,2,87,166
TES-AKD-2026-08082,alikalaila701@outlook.com,Alika Lailasari,AKUNTANSI,26,21,3,83,26,24,0,80,163
TES-AKD-2026-08083,intannurai806@pln.co.id,Intan Nuraini,TEKNIK GEOLOGI,40,7,3,153,20,26,4,54,207
TES-AKD-2026-08084,cayadimary995@outlook.com,Cayadi Maryadi,PROGRAM STUDI LAINNYA NON TEKNIK,34,12,4,124,27,23,0,85,209
TES-AKD-2026-08085,salsabilay519@pln.co.id,Salsabila Yuliarti,TEKNIK LINGKUNGAN,46,1,3,183,39,6,5,150,333
TES-AKD-2026-08086,tantrilest145@pln.co.id,Tantri Lestari,TEKNIK GEOLOGI,42,5,3,163,35,14,1,126,289
TES-AKD-2026-08087,umartariho394@pln.co.id,Umar Tarihoran,MANAJEMEN,29,18,3,98,27,21,2,87,185
TES-AKD-2026-08088,dirjasihom869@yahoo.com,Dirja Sihombing,TEKNIK KIMIA,33,15,2,117,32,15,3,113,230
TES-AKD-2026-08089,humairawid546@pln.co.id,Humaira Widiastuti,AKUNTANSI,41,7,2,157,27,22,1,86,243
TES-AKD-2026-08090,padmizulai169@yahoo.com,Padmi Zulaika,MANAJEMEN,27,20,3,88,41,9,0,155,243
TES-AKD-2026-08091,vivinurdiy432@pln.co.id,Vivi Nurdiyanti,MANAJEMEN PROYEK,24,21,5,75,9,37,4,-1,74
TES-AKD-2026-08092,gambirawin295@outlook.com,Gambira Winarno,TEKNIK INFORMATIKA,40,6,4,154,33,12,5,120,274
TES-AKD-2026-08093,ichaandria176@pln.co.id,Icha Andriani,MANAJEMEN KEUANGAN,23,22,5,70,24,23,3,73,143
TES-AKD-2026-08094,kenarinats393@gmail.com,Kenari Natsir,TEKNIK BIOENERGI,33,17,0,115,23,22,5,70,185
TES-AKD-2026-08095,rinilaksmi681@outlook.com,Rini Laksmiwati,ADMINISTRASI BISNIS,30,18,2,102,26,24,0,80,182
TES-AKD-2026-08096,humairayul807@yahoo.com,Humaira Yulianti,MANAJEMEN INVESTASI BANK,38,11,1,141,21,25,4,59,200
TES-AKD-2026-08097,melindariy857@yahoo.com,Melinda Riyanti,SAFETY ENGINEERING,35,15,0,125,39,10,1,146,271
TES-AKD-2026-08098,daliminpra781@outlook.com,Dalimin Prasasta,TEKNIK PERTAMBANGAN,46,0,4,184,24,24,2,72,256
TES-AKD-2026-08099,wasisfirga56@outlook.com,Wasis Firgantoro,MANAJEMEN,41,5,4,159,31,18,1,106,265
TES-AKD-2026-08100,wardihutag814@yahoo.com,Wardi Hutagalung,MANAJEMEN PEMASARAN,31,18,1,106,28,20,2,92,198
TES-AKD-2026-08101,veromanull811@pln.co.id,Vero Manullang,DATA SCIENCE,30,18,2,102,35,10,5,130,232
TES-AKD-2026-08102,viktorlatu349@pln.co.id,Viktor Latupono,TEKNIK LISTRIK,12,33,5,15,33,14,3,118,133
TES-AKD-2026-08103,pusparahay948@pln.co.id,Puspa Rahayu,TEKNIK INFORMATIKA,31,18,1,106,26,22,2,82,188
TES-AKD-2026-08104,niyagaraja871@gmail.com,Niyaga Rajata,TEKNIK ELEKTRO,45,3,2,177,28,18,4,94,271
TES-AKD-2026-08105,puputandri306@outlook.com,Puput Andriani,MANAJEMEN BISNIS,34,15,1,121,23,26,1,66,187
TES-AKD-2026-08106,endramarpa229@pln.co.id,Endra Marpaung,BIG DATA DAN BUSINESS INTELLIGENCE,41,5,4,159,33,14,3,118,277
TES-AKD-2026-08107,titiyoland580@gmail.com,Titi Yolanda,AKUNTANSI,26,24,0,80,37,11,2,137,217
TES-AKD-2026-08108,dimasbudiy78@pln.co.id,Dimas Budiyanto,TEKNIK KIMIA,23,23,4,69,23,25,2,67,136
TES-AKD-2026-08109,hastautama646@pln.co.id,Hasta Utama,MANAJEMEN PEMASARAN,32,17,1,111,20,30,0,50,161
TES-AKD-2026-08110,dalimaokta34@gmail.com,Dalima Oktaviani,ADMINISTRASI,33,14,3,118,32,16,2,112,230
TES-AKD-2026-08111,wulanperti700@gmail.com,Wulan Pertiwi,PSIKOLOGI,21,25,4,59,30,20,0,100,159
TES-AKD-2026-08112,lasmonojai833@pln.co.id,Lasmono Jailani,MANAJEMEN ASET,27,18,5,90,10,37,3,3,93
TES-AKD-2026-08113,legawafirg728@yahoo.com,Legawa Firgantoro,TEKNIK PERTAMBANGAN,33,16,1,116,31,18,1,106,222
TES-AKD-2026-08114,piawinarsi725@gmail.com,Pia Winarsih,MANAJEMEN BISNIS,35,12,3,128,31,18,1,106,234
TES-AKD-2026-08115,diannasyid108@outlook.com,Dian Nasyidah,MANAJEMEN PROYEK,17,28,5,40,20,26,4,54,94
TES-AKD-2026-08116,kurnialazu54@outlook.com,Kurnia Lazuardi,TEKNIK SIPIL,26,20,4,84,27,18,5,90,174
TES-AKD-2026-08117,hestinasyi162@yahoo.com,Hesti Nasyiah,TEKNIK MESIN,28,19,3,93,25,23,2,77,170
TES-AKD-2026-08118,yessiandri180@pln.co.id,Yessi Andriani,ENERGI BARU TERBARUKAN,37,10,3,138,22,24,4,64,202
TES-AKD-2026-08119,primamarya80@outlook.com,Prima Maryadi,TEKNIK MESIN,22,24,4,64,19,26,5,50,114
TES-AKD-2026-08120,almirawast266@gmail.com,Almira Wastuti,MANAJEMEN BISNIS,37,13,0,135,29,20,1,96,231
TES-AKD-2026-08121,lutfanprad769@yahoo.com,Lutfan Pradana,TEKNIK ELEKTRO,36,12,2,132,31,19,0,105,237
TES-AKD-2026-08122,naradisala561@outlook.com,Naradi Salahudin,TEKNIK INFORMATIKA,40,8,2,152,32,14,4,114,266
TES-AKD-2026-08123,kandawidod287@gmail.com,Kanda Widodo,TEKNIK KIMIA,42,7,1,161,33,14,3,118,279
TES-AKD-2026-08124,dalimamuly864@pln.co.id,Dalima Mulyani,MANAJEMEN ASET,24,24,2,72,29,16,5,100,172
TES-AKD-2026-08125,gildaagust134@gmail.com,Gilda Agustina,MANAJEMEN RISIKO,40,10,0,150,24,25,1,71,221
TES-AKD-2026-08126,olivanasyi645@yahoo.com,Oliva Nasyidah,SUPPLY CHAIN MANAGEMENT,19,26,5,50,35,10,5,130,180
TES-AKD-2026-08127,salwanamag669@outlook.com,Salwa Namaga,MANAJEMEN PROYEK,27,21,2,87,35,10,5,130,217
TES-AKD-2026-08128,luwesnapit437@gmail.com,Luwes Napitupulu,DATA SCIENCE,32,13,5,115,25,25,0,75,190
TES-AKD-2026-08129,sabarsitum724@yahoo.com,Sabar Situmorang,SUPPLY CHAIN MANAGEMENT,29,18,3,98,30,20,0,100,198
TES-AKD-2026-08130,malikanura106@pln.co.id,Malika Nuraini,TEKNIK GEODESI,38,10,2,142,23,22,5,70,212
TES-AKD-2026-08131,zaenabwija771@pln.co.id,Zaenab Wijayanti,TEKNIK PERTAMBANGAN,26,24,0,80,21,24,5,60,140
TES-AKD-2026-08132,omansihomb33@outlook.com,Oman Sihombing,MANAJEMEN ASET,37,8,5,140,44,3,3,173,313
TES-AKD-2026-08133,mariapadma362@outlook.com,Maria Padmasari,TEKNIK BIOENERGI,31,16,3,108,29,20,1,96,204
TES-AKD-2026-08134,kalimhakim872@outlook.com,Kalim Hakim,KEUANGAN,36,10,4,134,30,16,4,104,238
TES-AKD-2026-08135,sadinahand688@outlook.com,Sadina Handayani,MANAJEMEN BISNIS,34,13,3,123,24,22,4,74,197
TES-AKD-2026-08136,carakakusw221@gmail.com,Caraka Kuswoyo,SUPPLY CHAIN MANAGEMENT,31,14,5,110,39,11,0,145,255
TES-AKD-2026-08137,puspaagust680@yahoo.com,Puspa Agustina,PROGRAM STUDI LAINNYA TEKNIK,20,30,0,50,27,23,0,85,135
TES-AKD-2026-08138,irmamulyan24@outlook.com,Irma Mulyani,TEKNIK SIPIL,28,20,2,92,21,24,5,60,152
TES-AKD-2026-08139,gangsanajm976@pln.co.id,Gangsa Najmudin,TEKNIK SIPIL,28,22,0,90,28,22,0,90,180
TES-AKD-2026-08140,muhammadgu788@pln.co.id,Muhammad Gunarto,PROGRAM STUDI LAINNYA NON TEKNIK,33,12,5,120,35,12,3,128,248
TES-AKD-2026-08141,ratnaperma885@gmail.com,Ratna Permata,TEKNIK MATERIAL,33,17,0,115,27,20,3,88,203
TES-AKD-2026-08142,maidanurai125@yahoo.com,Maida Nuraini,PSIKOLOGI,19,31,0,45,28,18,4,94,139
TES-AKD-2026-08143,sabribudim897@yahoo.com,Sabri Budiman,TEKNIK GEODESI,28,21,1,91,45,4,1,176,267
TES-AKD-2026-08144,luthfisuwa354@pln.co.id,Luthfi Suwarno,TEKNIK INFORMATIKA,30,19,1,101,23,25,2,67,168
TES-AKD-2026-08145,amipermata248@yahoo.com,Ami Permata,TEKNIK LINGKUNGAN,30,16,4,104,39,11,0,145,249
TES-AKD-2026-08146,rusmanardi490@yahoo.com,Rusman Ardianto,PSIKOLOGI,26,21,3,83,22,25,3,63,146
TES-AKD-2026-08147,wulanharta464@outlook.com,Wulan Hartati,TEKNIK ELEKTRO,33,17,0,115,25,25,0,75,190
TES-AKD-2026-08148,gawatiprat273@pln.co.id,Gawati Pratiwi,KEUANGAN,31,18,1,106,32,15,3,113,219
TES-AKD-2026-08149,yancearyan810@yahoo.com,Yance Aryani,ADMINISTRASI BISNIS,31,16,3,108,36,11,3,133,241
TES-AKD-2026-08150,cinthiaang563@pln.co.id,Cinthia Anggraini,TEKNIK INFORMATIKA,40,9,1,151,18,28,4,44,195
TES-AKD-2026-08151,cahyantosi102@outlook.com,Cahyanto Sihotang,MANAJEMEN,21,25,4,59,47,3,0,185,244
TES-AKD-2026-08152,marwataman39@yahoo.com,Marwata Mangunsong,MANAJEMEN,22,26,2,62,26,21,3,83,145
TES-AKD-2026-08153,mulyantosi87@gmail.com,Mulyanto Sinaga,HUKUM,29,21,0,95,25,22,3,78,173
TES-AKD-2026-08154,kiandraokt330@outlook.com,Kiandra Oktaviani,MANAJEMEN KEUANGAN,21,25,4,59,38,8,4,144,203
