kandidat_id,hubungan_keluarga,alamat,no_telp,pekerjaan
319270,Istri,Jl. Gatot Subroto No. 164,084617091909,Karyawan Swasta
319270,Ibu,Jl. Kenanga No. 189,088998246946,Pensiunan
319271,Suami,Jl. Pahlawan No. 7,087394391088,Pensiunan
319271,Wali,Jl. Diponegoro No. 73,084480067336,Pensiunan
319272,Ibu,Jl. Veteran No. 76,089849605334,Wiraswasta
319272,Wali,Jl. Kenanga No. 186,088252013937,Pensiunan
319273,Adik,Jl. Ahmad Yani No. 176,082836807546,Guru
319275,Istri,Jl. Pahlawan No. 172,083928292937,PNS
319276,Suami,Jl. Flamboyan No. 35,089839074451,Buruh
319277,Istri,Jl. Diponegoro No. 98,088122623652,Ibu Rumah Tangga
319277,Ayah,Jl. Diponegoro No. 111,086008598476,Karyawan Swasta
319278,Ibu,Jl. Mawar No. 109,089838579826,PNS
319279,Kakak,Jl. Ahmad Yani No. 38,083993505863,Petani
319280,Istri,Jl. Mawar No. 190,080674675696,Guru
319280,Ayah,Jl. Mawar No. 144,086245595188,Pensiunan
319281,Kakak,Jl. Merdeka No. 78,085583297271,Petani
319281,Adik,Jl. Cempaka No. 125,080464183110,Guru
319282,Ayah,Jl. Sudirman No. 101,084395815002,Guru
319283,Kakak,Jl. Melati No. 183,089345336314,PNS
319284,Suami,Jl. Flamboyan No. 54,089558841166,Wiraswasta
319285,Suami,Jl. Cendana No. 21,084880817710,Guru
319286,Ibu,Jl. Gatot Subroto No. 116,087126502289,Petani
319286,Ayah,Jl. Mawar No. 96,084301000661,Ibu Rumah Tangga
319287,Kakak,Jl. Merdeka No. 38,085527712861,Guru
319287,Istri,Jl. Cendana No. 20,082447231819,Pensiunan
319288,Ayah,Jl. Gatot Subroto No. 107,086590973175,Pensiunan
319288,Wali,Jl. Kartini No. 60,089972383554,Wiraswasta
319290,Istri,Jl. Sudirman No. 19,087441019130,Petani
319290,Adik,Jl. Merdeka No. 71,081140004883,Petani
319293,Ayah,Jl. Cendana No. 18,080130263366,Buruh
319293,Suami,Jl. Kartini No. 147,084994853356,Karyawan Swasta
319294,Adik,Jl. Flamboyan No. 11,085246403277,PNS
319294,Ibu,Jl. Cendana No. 67,083145794156,PNS
319295,Ibu,Jl. Ahmad Yani No. 197,081696938338,Ibu Rumah Tangga
319295,Wali,Jl. Diponegoro No. 62,084991446679,Pensiunan
319296,Istri,Jl. Melati No. 159,081799530354,Buruh
319296,Suami,Jl. Veteran No. 13,084699255959,Buruh
319299,Suami,Jl. Flamboyan No. 182,083981157322,Ibu Rumah Tangga
319299,Kakak,Jl. Diponegoro No. 19,083195697530,Guru
319300,Kakak,Jl. Kenanga No. 48,087973506735,Pensiunan
319301,Istri,Jl. Pahlawan No. 55,088826474277,Wiraswasta
319303,Adik,Jl. Sudirman No. 130,083694564326,Ibu Rumah Tangga
319304,Wali,Jl. Flamboyan No. 44,081396519474,Karyawan Swasta
319304,Adik,Jl. Anggrek No. 98,088604471455,Wiraswasta
319305,Istri,Jl. Mawar No. 68,086257921987,Ibu Rumah Tangga
319305,Kakak,Jl. Veteran No. 74,080883627156,Petani
319306,Adik,Jl. Gatot Subroto No. 197,085049286614,Guru
319306,Ibu,Jl. Melati No. 29,087044883567,Guru
319307,Ibu,Jl. Cendana No. 71,082138801021,Guru
319308,Wali,Jl. Merdeka No. 192,083617027229,Pensiunan
319309,Kakak,Jl. Melati No. 172,082068263280,Karyawan Swasta
319314,Ibu,Jl. Veteran No. 39,080738686336,Guru
319314,Adik,Jl. Anggrek No. 63,087412903084,Ibu Rumah Tangga
319316,Istri,Jl. Kenanga No. 131,089793290450,Wiraswasta
319317,Suami,Jl. Merdeka No. 22,081064231567,Wiraswasta
319318,Suami,Jl. Merdeka No. 37,086100017575,Pensiunan
319318,Adik,Jl. Cendana No. 171,085493612905,Ibu Rumah Tangga
319320,Adik,Jl. Kenanga No. 24,083134307136,Karyawan Swasta
319320,Suami,Jl. Cempaka No. 131,086481550249,Guru
319323,Ibu,Jl. Gatot Subroto No. 158,085920100081,Pensiunan
319324,Ibu,Jl. Diponegoro No. 148,087103207303,PNS
319324,Suami,Jl. Veteran No. 115,081387236485,Karyawan Swasta
319325,Kakak,Jl. Cendana No. 171,085039311565,Guru
319326,Istri,Jl. Kartini No. 191,083806962683,Ibu Rumah Tangga
319326,Ayah,Jl. Pahlawan No. 94,089452056800,Pensiunan
319327,Ayah,Jl. Melati No. 155,086882605473,Pensiunan
319328,Ibu,Jl. Kartini No. 151,085417705202,PNS
319328,Ayah,Jl. Mawar No. 96,086508000102,Buruh
319329,Ibu,Jl. Ahmad Yani No. 124,083434893733,Pensiunan
319330,Adik,Jl. Merdeka No. 102,083265565999,Pensiunan
319330,Istri,Jl. Sudirman No. 34,080821234294,Pensiunan
319331,Kakak,Jl. Melati No. 56,083466153534,Petani
319331,Wali,Jl. Flamboyan No. 142,080469463333,Guru
319332,Suami,Jl. Cendana No. 129,080761800870,Wiraswasta
319332,Ayah,Jl. Gatot Subroto No. 79,083381620245,Buruh
319333,Kakak,Jl. Sudirman No. 24,088897914398,Buruh
319333,Ayah,Jl. Kartini No. 191,085706228016,Guru
319334,Istri,Jl. Cempaka No. 89,089873979174,Wiraswasta
319334,Wali,Jl. Cendana No. 169,081940658786,PNS
319337,Ayah,Jl. Merdeka No. 169,087872467142,Buruh
319338,Ibu,Jl. Cempaka No. 159,087697205026,Petani
319338,Wali,Jl. Flamboyan No. 120,085459377538,Guru
319340,Istri,Jl. Kartini No. 199,088958100533,Guru
319342,Wali,Jl. Veteran No. 96,085228637991,Pensiunan
319342,Adik,Jl. Diponegoro No. 150,083002040244,Karyawan Swasta
319343,Wali,Jl. Kartini No. 137,082072918326,Buruh
319344,Ayah,Jl. Gatot Subroto No. 13,085117894788,Buruh
319344,Ibu,Jl. Sudirman No. 46,081925038264,Ibu Rumah Tangga
319345,Wali,Jl. Sudirman No. 95,088040435823,Karyawan Swasta
319345,Istri,Jl. Mawar No. 92,082536873733,PNS
319348,Istri,Jl. Cendana No. 72,087727565558,Buruh
319348,Adik,Jl. Cendana No. 71,080731991501,Wiraswasta
319349,Wali,Jl. Mawar No. 47,082459778790,Guru
319349,Ayah,Jl. Sudirman No. 122,089259591180,Wiraswasta
319351,Adik,Jl. Flamboyan No. 39,089738796460,PNS
319352,Wali,Jl. Gatot Subroto No. 74,088717559084,Ibu Rumah Tangga
319353,Istri,Jl. Cendana No. 87,081081980913,Pensiunan
319354,Kakak,Jl. Gatot Subroto No. 148,087358093447,Karyawan Swasta
319355,Adik,Jl. Gatot Subroto No. 157,086471853414,Guru
319356,Istri,Jl. Kenanga No. 37,081663986486,Guru
319356,Ibu,Jl. Melati No. 158,086085352332,Karyawan Swasta
319357,Suami,Jl. Veteran No. 47,084264533284,PNS
319358,Suami,Jl. Cempaka No. 67,081876009159,Guru
319360,Wali,Jl. Kartini No. 109,089989005778,Guru
319360,Kakak,Jl. Kenanga No. 176,086925246619,Guru
319362,Suami,Jl. Gatot Subroto No. 104,083865532865,PNS
319363,Suami,Jl. Merdeka No. 174,081548766040,Pensiunan
319364,Wali,Jl. Pahlawan No. 193,084431218492,Buruh
319364,Istri,Jl. Cendana No. 176,084594202052,Pensiunan
319365,Istri,Jl. Mawar No. 32,083722484271,Buruh
319366,Istri,Jl. Kenanga No. 149,088968934152,Wiraswasta
319367,Suami,Jl. Pahlawan No. 164,083542566886,Pensiunan
319367,Istri,Jl. Pahlawan No. 55,083290140028,Petani
319370,Kakak,Jl. Flamboyan No. 132,083808514491,Wiraswasta
319370,Istri,Jl. Flamboyan No. 183,081801369553,Wiraswasta
319372,Suami,Jl. Kartini No. 120,081216510315,Pensiunan
319373,Adik,Jl. Sudirman No. 174,084937345068,Buruh
319375,Adik,Jl. Sudirman No. 39,081724984872,Guru
319376,Wali,Jl. Ahmad Yani No. 128,088363132502,Karyawan Swasta
319376,Ibu,Jl. Anggrek No. 176,086036077374,Karyawan Swasta
319380,Ayah,Jl. Flamboyan No. 101,087108647234,Petani
319381,Suami,Jl. Sudirman No. 100,089856849144,Pensiunan
319383,Adik,Jl. Diponegoro No. 153,087229334402,Buruh
319384,Suami,Jl. Mawar No. 99,088859516798,Petani
319384,Istri,Jl. Veteran No. 123,083082998528,Karyawan Swasta
319386,Adik,Jl. Kenanga No. 116,087126018866,Buruh
319386,Istri,Jl. Cendana No. 193,085675986025,Petani
319387,Istri,Jl. Mawar No. 86,086649214720,Pensiunan
319387,Ibu,Jl. Sudirman No. 148,086586349004,Wiraswasta
319390,Wali,Jl. Mawar No. 168,085153747936,Karyawan Swasta
319390,Suami,Jl. Anggrek No. 48,085454939910,Petani
319392,Istri,Jl. Pahlawan No. 6,084349606027,Pensiunan
319392,Wali,Jl. Cempaka No. 51,081771534225,Karyawan Swasta
319393,Wali,Jl. Cempaka No. 191,086470687652,Karyawan Swasta
319395,Ayah,Jl. Kartini No. 167,083735354309,Buruh
319396,Suami,Jl. Ahmad Yani No. 10,089851687050,Pensiunan
319397,Wali,Jl. Melati No. 139,086154895275,Guru
319398,Wali,Jl. Kenanga No. 100,088281739539,Ibu Rumah Tangga
319398,Adik,Jl. Kartini No. 29,083169845319,PNS
319400,Istri,Jl. Kartini No. 89,080601246406,PNS
319400,Kakak,Jl. Veteran No. 82,080829934853,Karyawan Swasta
319401,Ibu,Jl. Sudirman No. 190,084575288780,Petani
319401,Adik,Jl. Pahlawan No. 133,083859186765,Pensiunan
319402,Kakak,Jl. Flamboyan No. 147,086759130661,Guru
319403,Ayah,Jl. Sudirman No. 74,084094902635,Pensiunan
319403,Istri,Jl. Veteran No. 133,088290275044,Karyawan Swasta
319404,Adik,Jl. Merdeka No. 140,086774567867,Pensiunan
319404,Ayah,Jl. Sudirman No. 142,085418116678,Guru
319405,Ayah,Jl. Veteran No. 150,080949254701,Karyawan Swasta
319409,Ibu,Jl. Cempaka No. 139,084714598819,PNS
319409,Kakak,Jl. Pahlawan No. 79,089857359108,Pensiunan
319410,Ayah,Jl. Pahlawan No. 44,086081773009,Guru
319411,Istri,Jl. Mawar No. 11,084191282939,Pensiunan
319413,Ibu,Jl. Kartini No. 108,084875523655,Petani
319413,Kakak,Jl. Gatot Subroto No. 89,089267295894,Guru
319416,Istri,Jl. Kartini No. 112,082280333102,Buruh
319417,Suami,Jl. Flamboyan No. 167,084015753538,Guru
319417,Ibu,Jl. Pahlawan No. 34,088315909522,Ibu Rumah Tangga
319418,Wali,Jl. Gatot Subroto No. 30,082724132784,PNS
319419,Wali,Jl. Mawar No. 161,083235690051,Wiraswasta
319420,Adik,Jl. Mawar No. 140,081411209668,PNS
319420,Istri,Jl. Pahlawan No. 150,080617133702,Petani
319421,Ibu,Jl. Anggrek No. 115,086366348482,Pensiunan
319421,Suami,Jl. Merdeka No. 198,086913588711,PNS
319422,Ibu,Jl. Diponegoro No. 145,088561518361,Pensiunan
319422,Adik,Jl. Cendana No. 185,088352580112,Pensiunan
319424,Ayah,Jl. Sudirman No. 90,083808455009,Petani
319424,Kakak,Jl. Kartini No. 23,088117376668,Buruh
319425,Wali,Jl. Merdeka No. 152,089671002906,Pensiunan
319425,Suami,Jl. Mawar No. 128,085823637754,Karyawan Swasta
319426,Ayah,Jl. Diponegoro No. 40,083279568529,Karyawan Swasta
319426,Kakak,Jl. Anggrek No. 156,085086672025,Pensiunan
319427,Suami,Jl. Cempaka No. 123,085154886302,Karyawan Swasta
319427,Istri,Jl. Cendana No. 74,083982537619,Wiraswasta
319428,Istri,Jl. Diponegoro No. 127,084884731802,Pensiunan
319431,Wali,Jl. Cendana No. 65,083576611641,Pensiunan
319431,Ibu,Jl. Gatot Subroto No. 70,089062912808,Wiraswasta
319432,Wali,Jl. Cempaka No. 175,083490197606,Pensiunan
319435,Kakak,Jl. Merdeka No. 42,085982070029,PNS
319435,Adik,Jl. Cempaka No. 177,087029740659,Pensiunan
319436,Ayah,Jl. Melati No. 103,084844453161,Guru
319436,Adik,Jl. Cempaka No. 10,082811683454,Karyawan Swasta
319437,Istri,Jl. Cendana No. 147,080224464714,Karyawan Swasta
319438,Ayah,Jl. Veteran No. 196,089483998888,Petani
319438,Adik,Jl. Merdeka No. 125,080549136254,Petani
319440,Wali,Jl. Mawar No. 187,081287277366,Guru
319441,Suami,Jl. Gatot Subroto No. 107,089674559991,PNS
319442,Kakak,Jl. Gatot Subroto No. 94,081367071159,Petani
319442,Ayah,Jl. Cendana No. 16,085123930013,Karyawan Swasta
319443,Kakak,Jl. Cempaka No. 192,089673914261,Wiraswasta
319443,Ibu,Jl. Pahlawan No. 102,087349131476,PNS
319445,Ibu,Jl. Sudirman No. 120,089729886387,Wiraswasta
319446,Ibu,Jl. Cempaka No. 127,085632688920,Wiraswasta
319446,Istri,Jl. Mawar No. 64,088826472384,PNS
319447,Wali,Jl. Cempaka No. 50,081605174046,Petani
319448,Suami,Jl. Kenanga No. 82,089485471245,Karyawan Swasta
319448,Istri,Jl. Mawar No. 18,087176637215,PNS
319449,Ibu,Jl. Sudirman No. 52,084515043399,PNS
319449,Adik,Jl. Pahlawan No. 15,083878406013,Petani
319450,Wali,Jl. Kenanga No. 124,088815719438,PNS
319450,Kakak,Jl. Melati No. 114,089185041994,Karyawan Swasta
319451,Adik,Jl. Merdeka No. 90,087203207089,Buruh
319452,Ibu,Jl. Ahmad Yani No. 34,088395534977,Petani
319453,Suami,Jl. Cendana No. 54,089526538983,PNS
319453,Adik,Jl. Flamboyan No. 86,081907965819,Guru
319454,Wali,Jl. Merdeka No. 32,080172166215,Karyawan Swasta
319455,Ibu,Jl. Mawar No. 125,083141445451,PNS
319455,Kakak,Jl. Veteran No. 194,080837271002,PNS
319457,Suami,Jl. Melati No. 70,089345990845,Petani
319457,Istri,Jl. Mawar No. 52,089867680344,Pensiunan
319459,Adik,Jl. Pahlawan No. 15,088864936535,Petani
319459,Suami,Jl. Anggrek No. 4,088114000696,Wiraswasta
319460,Wali,Jl. Merdeka No. 173,083296791944,Guru
319463,Ayah,Jl. Kartini No. 21,089182101717,Petani
319463,Adik,Jl. Mawar No. 180,087102303911,Petani
319464,Ayah,Jl. Sudirman No. 165,081980582971,Wiraswasta
319465,Istri,Jl. Flamboyan No. 152,080896515781,Pensiunan
319467,Suami,Jl. Cendana No. 77,088794707242,Buruh
319467,Ayah,Jl. Ahmad Yani No. 164,084770443683,Pensiunan
319468,Wali,Jl. Diponegoro No. 101,089706768603,Wiraswasta
319468,Adik,Jl. Cempaka No. 163,080498955921,Wiraswasta
319471,Adik,Jl. Cendana No. 155,083689826737,Guru
319472,Wali,Jl. Kartini No. 155,085911874867,Ibu Rumah Tangga
319472,Ayah,Jl. Diponegoro No. 175,086871515547,Ibu Rumah Tangga
319473,Adik,Jl. Kartini No. 184,081484004722,Buruh
319473,Suami,Jl. Veteran No. 170,089164669688,Buruh
319474,Wali,Jl. Kenanga No. 179,088334878624,Ibu Rumah Tangga
319474,Kakak,Jl. Kenanga No. 21,086141205222,Buruh
319476,Istri,Jl. Kartini No. 187,082658298951,Karyawan Swasta
319476,Ibu,Jl. Diponegoro No. 40,087207223275,Karyawan Swasta
319478,Suami,Jl. Sudirman No. 77,084006601970,Buruh
319478,Adik,Jl. Merdeka No. 63,084703912683,Petani
319479,Ibu,Jl. Gatot Subroto No. 119,087143253369,Karyawan Swasta
319479,Wali,Jl. Merdeka No. 7,081616748059,Buruh
319480,Wali,Jl. Melati No. 35,080237981488,PNS
319480,Adik,Jl. Kenanga No. 117,088421320360,Buruh
319481,Wali,Jl. Flamboyan No. 29,083459590441,Guru
319483,Ibu,Jl. Flamboyan No. 173,089411394487,Karyawan Swasta
319486,Istri,Jl. Veteran No. 160,082574513573,Buruh
319487,Adik,Jl. Flamboyan No. 62,081361552707,PNS
319489,Kakak,Jl. Cendana No. 93,085714088348,Guru
319489,Suami,Jl. Veteran No. 118,080521939357,Wiraswasta
319492,Istri,Jl. Flamboyan No. 25,084938322704,Ibu Rumah Tangga
319495,Suami,Jl. Cendana No. 167,088847451152,Ibu Rumah Tangga
319495,Istri,Jl. Anggrek No. 93,087538405692,Buruh
319496,Ayah,Jl. Cendana No. 168,085527917474,Wiraswasta
319498,Ayah,Jl. Ahmad Yani No. 173,085728893668,Buruh
319499,Adik,Jl. Anggrek No. 145,080417138480,Petani
319500,Adik,Jl. Mawar No. 27,087745225988,Wiraswasta
319501,Kakak,Jl. Merdeka No. 54,088600584498,Buruh
319502,Ayah,Jl. Melati No. 192,082870102568,Petani
319503,Kakak,Jl. Cempaka No. 13,080552988989,Petani
319503,Adik,Jl. Sudirman No. 20,082661420913,Karyawan Swasta
319504,Ibu,Jl. Anggrek No. 58,081509615702,Ibu Rumah Tangga
319505,Ayah,Jl. Gatot Subroto No. 155,082765994923,PNS
319506,Ayah,Jl. Ahmad Yani No. 143,080056873740,Buruh
319506,Istri,Jl. Cempaka No. 168,087103494373,Pensiunan
319507,Adik,Jl. Flamboyan No. 155,088917744372,Guru
319507,Istri,Jl. Gatot Subroto No. 106,083688617497,Petani
319508,Ayah,Jl. Mawar No. 113,087314789039,Ibu Rumah Tangga
319509,Suami,Jl. Sudirman No. 179,080787199382,Karyawan Swasta
319509,Kakak,Jl. Diponegoro No. 122,085266007036,Buruh
319510,Adik,Jl. Pahlawan No. 14,084796848081,Ibu Rumah Tangga
319511,Ibu,Jl. Diponegoro No. 177,084408152458,Buruh
319512,Wali,Jl. Merdeka No. 149,088652087862,Guru
319512,Kakak,Jl. Pahlawan No. 171,084982882531,Buruh
319514,Suami,Jl. Veteran No. 55,085567838339,Buruh
319516,Ibu,Jl. Ahmad Yani No. 139,082275514412,Ibu Rumah Tangga
319516,Kakak,Jl. Anggrek No. 160,083998716327,Pensiunan
319517,Istri,Jl. Veteran No. 3,082047901896,Ibu Rumah Tangga
319517,Adik,Jl. Gatot Subroto No. 153,083524203990,Petani
319518,Ayah,Jl. Diponegoro No. 3,085905277658,Ibu Rumah Tangga
319518,Ibu,Jl. Kenanga No. 92,082112706305,Guru
319520,Wali,Jl. Cendana No. 140,082094484675,Petani
319520,Suami,Jl. Sudirman No. 11,086449624204,Petani
319521,Ibu,Jl. Diponegoro No. 168,085093124048,Buruh
319523,Wali,Jl. Veteran No. 41,082506981473,Wiraswasta
319524,Istri,Jl. Sudirman No. 177,084749155101,Guru
319525,Adik,Jl. Veteran No. 126,089514208100,Pensiunan
319525,Ibu,Jl. Anggrek No. 83,081986633172,Pensiunan
319526,Istri,Jl. Melati No. 122,080092459831,Ibu Rumah Tangga
319527,Wali,Jl. Merdeka No. 52,083496178205,Wiraswasta
319528,Adik,Jl. Diponegoro No. 30,083839043254,Karyawan Swasta
319528,Ayah,Jl. Kartini No. 93,080893318155,Karyawan Swasta
319529,Ibu,Jl. Melati No. 114,080393077554,Petani
319529,Adik,Jl. Melati No. 178,087702902966,Petani
319530,Suami,Jl. Melati No. 8,086310925920,Karyawan Swasta
319530,Ayah,Jl. Cempaka No. 54,085119610430,PNS
319531,Istri,Jl. Gatot Subroto No. 121,081565250825,Ibu Rumah Tangga
319531,Adik,Jl. Ahmad Yani No. 197,080886803310,Petani
319532,Kakak,Jl. Ahmad Yani No. 30,080778197333,Guru
319535,Wali,Jl. Kartini No. 111,086358118845,Petani
319535,Suami,Jl. Ahmad Yani No. 145,082619472412,Karyawan Swasta
319536,Kakak,Jl. Kenanga No. 153,080276142442,Pensiunan
319536,Istri,Jl. Kenanga No. 83,089110638928,Wiraswasta
319538,Suami,Jl. Veteran No. 193,087439337693,Petani
319543,Istri,Jl. Diponegoro No. 77,080700294718,Ibu Rumah Tangga
319543,Kakak,Jl. Pahlawan No. 163,088807810213,Pensiunan
319544,Kakak,Jl. Mawar No. 106,088758514100,Guru
319545,Istri,Jl. Kartini No. 25,085817404244,PNS
319545,Wali,Jl. Veteran No. 33,085379740620,Pensiunan
319546,Adik,Jl. Kartini No. 195,081646262016,Pensiunan
319546,Suami,Jl. Mawar No. 36,083904521128,Wiraswasta
319547,Adik,Jl. Pahlawan No. 114,088297338651,Ibu Rumah Tangga
319548,Ayah,Jl. Melati No. 49,081518958416,PNS
319548,Adik,Jl. Gatot Subroto No. 27,084521853713,Petani
319550,Adik,Jl. Sudirman No. 8,083864266876,Wiraswasta
319550,Suami,Jl. Mawar No. 15,081465872269,Ibu Rumah Tangga
319552,Wali,Jl. Pahlawan No. 193,087746529484,Karyawan Swasta
319553,Istri,Jl. Ahmad Yani No. 192,089790058454,Petani
319554,Kakak,Jl. Pahlawan No. 123,080147821423,Wiraswasta
319554,Ayah,Jl. Ahmad Yani No. 190,083468196920,Ibu Rumah Tangga
319555,Adik,Jl. Melati No. 156,082759697716,Ibu Rumah Tangga
319556,Adik,Jl. Diponegoro No. 88,088061879222,Ibu Rumah Tangga
319556,Suami,Jl. Diponegoro No. 152,080469930308,Wiraswasta
319557,Kakak,Jl. Pahlawan No. 103,084541134861,Karyawan Swasta
319561,Ayah,Jl. Cendana No. 50,088206675448,Petani
319562,Adik,Jl. Gatot Subroto No. 124,084375527478,Ibu Rumah Tangga
319563,Ayah,Jl. Veteran No. 68,088027705670,Guru
319563,Kakak,Jl. Diponegoro No. 95,083946207854,Guru
319564,Kakak,Jl. Mawar No. 142,084633184667,Petani
319565,Suami,Jl. Pahlawan No. 14,081996515582,Pensiunan
319565,Kakak,Jl. Melati No. 121,087229752497,Buruh
319567,Istri,Jl. Kenanga No. 68,085878419443,Pensiunan
319567,Ayah,Jl. Kenanga No. 81,087153508708,Guru
319573,Kakak,Jl. Flamboyan No. 140,082601538167,Karyawan Swasta
319573,Adik,Jl. Cendana No. 47,083278672031,Pensiunan
319575,Kakak,Jl. Veteran No. 18,082513808083,Karyawan Swasta
319576,Wali,Jl. Cendana No. 32,088399734305,Petani
319577,Wali,Jl. Ahmad Yani No. 60,089215708435,Petani
319578,Adik,Jl. Kartini No. 38,089480143322,Petani
319578,Suami,Jl. Kartini No. 110,088694001769,Wiraswasta
319579,Adik,Jl. Ahmad Yani No. 18,085735238883,Ibu Rumah Tangga
319580,Istri,Jl. Kartini No. 183,080492794937,Petani
319580,Kakak,Jl. Ahmad Yani No. 145,080017383571,Petani
319582,Ibu,Jl. Kartini No. 126,082214289111,Karyawan Swasta
319584,Wali,Jl. Sudirman No. 54,087584680903,Petani
319584,Adik,Jl. Kartini No. 142,086129973334,Wiraswasta
319585,Wali,Jl. Cendana No. 36,085358440616,Wiraswasta
319586,Kakak,Jl. Veteran No. 60,086933547013,Petani
319586,Istri,Jl. Kenanga No. 129,086329431068,Karyawan Swasta
319588,Kakak,Jl. Merdeka No. 126,084276993082,Wiraswasta
319588,Ayah,Jl. Gatot Subroto No. 135,084697395179,Ibu Rumah Tangga
319589,Ayah,Jl. Cempaka No. 36,082379243023,Pensiunan
319589,Adik,Jl. Anggrek No. 167,081803469175,Guru
319591,Ayah,Jl. Ahmad Yani No. 56,088658430079,Ibu Rumah Tangga
319591,Ibu,Jl. Cendana No. 83,089807050333,Wiraswasta
319592,Suami,Jl. Cempaka No. 130,083657751012,Guru
319592,Adik,Jl. Merdeka No. 26,081865067788,PNS
319593,Adik,Jl. Gatot Subroto No. 128,080326231031,Karyawan Swasta
319594,Ayah,Jl. Flamboyan No. 124,089865068786,Karyawan Swasta
319594,Suami,Jl. Diponegoro No. 117,089811129126,Wiraswasta
319595,Kakak,Jl. Mawar No. 92,080797422193,Pensiunan
319599,Kakak,Jl. Gatot Subroto No. 191,086919609647,Petani
319599,Istri,Jl. Sudirman No. 178,085760418375,Pensiunan
319600,Kakak,Jl. Gatot Subroto No. 33,088478186035,Petani
319602,Suami,Jl. Anggrek No. 177,089697311550,Karyawan Swasta
319603,Kakak,Jl. Cendana No. 186,084052369632,Buruh
319603,Wali,Jl. Kartini No. 170,086419682341,Guru
319604,Ibu,Jl. Gatot Subroto No. 89,081041359904,Petani
319606,Ibu,Jl. Diponegoro No. 145,080257327100,Pensiunan
319606,Kakak,Jl. Sudirman No. 114,085085858280,Karyawan Swasta
319607,Kakak,Jl. Diponegoro No. 79,088258773907,Petani
319607,Wali,Jl. Ahmad Yani No. 14,080561216133,PNS
319608,Wali,Jl. Kenanga No. 120,085461298856,Petani
319609,Kakak,Jl. Melati No. 16,085811118894,Guru
319613,Wali,Jl. Sudirman No. 68,083112522910,Pensiunan
319613,Ibu,Jl. Cendana No. 23,085525445702,PNS
319614,Adik,Jl. Flamboyan No. 170,082865317290,Pensiunan
319615,Ayah,Jl. Diponegoro No. 62,086960040974,PNS
319616,Adik,Jl. Mawar No. 67,083096545361,Wiraswasta
319616,Kakak,Jl. Kenanga No. 69,089904932970,Wiraswasta
319617,Ibu,Jl. Pahlawan No. 58,089598468722,Petani
319618,Ibu,Jl. Sudirman No. 41,080632964157,Buruh
319618,Adik,Jl. Ahmad Yani No. 110,085726621004,Guru
319619,Istri,Jl. Kenanga No. 167,089078546674,Ibu Rumah Tangga
319620,Istri,Jl. Melati No. 21,086188743538,PNS
319622,Istri,Jl. Kenanga No. 123,081604234781,Ibu Rumah Tangga
319622,Ayah,Jl. Mawar No. 77,083604690904,Wiraswasta
319623,Adik,Jl. Diponegoro No. 186,084741239235,PNS
319623,Wali,Jl. Sudirman No. 123,088377764734,Guru
319624,Adik,Jl. Cempaka No. 172,089356804696,Ibu Rumah Tangga
319624,Suami,Jl. Veteran No. 133,086003813558,Karyawan Swasta
319625,Kakak,Jl. Flamboyan No. 125,087579998194,PNS
319625,Suami,Jl. Mawar No. 111,088665924018,PNS
319626,Istri,Jl. Pahlawan No. 74,087871756379,Guru
319628,Wali,Jl. Anggrek No. 9,084616631483,PNS
319628,Adik,Jl. Ahmad Yani No. 47,084024937080,Buruh
319629,Suami,Jl. Ahmad Yani No. 141,089682100077,Karyawan Swasta
319629,Ibu,Jl. Cendana No. 165,082796388201,PNS
319631,Ibu,Jl. Cendana No. 89,082317845634,PNS
319631,Suami,Jl. Ahmad Yani No. 145,084171948595,Buruh
319632,Ibu,Jl. Melati No. 18,088537860670,Karyawan Swasta
319632,Kakak,Jl. Flamboyan No. 31,087554221137,Pensiunan
319634,Istri,Jl. Gatot Subroto No. 72,082324555205,Guru
319635,Wali,Jl. Mawar No. 34,084250186508,Karyawan Swasta
319636,Wali,Jl. Melati No. 101,083099220674,Wiraswasta
319638,Suami,Jl. Veteran No. 109,081330383645,Wiraswasta
319639,Ibu,Jl. Kenanga No. 10,083633421020,Petani
319639,Istri,Jl. Kartini No. 51,087986970412,PNS
319640,Kakak,Jl. Kenanga No. 129,087357955420,Wiraswasta
319640,Ibu,Jl. Pahlawan No. 9,087921820314,Wiraswasta
319641,Suami,Jl. Diponegoro No. 70,087067659690,PNS
319641,Ibu,Jl. Merdeka No. 95,089418622027,Karyawan Swasta
319642,Kakak,Jl. Mawar No. 14,088175308422,Guru
319642,Ibu,Jl. Gatot Subroto No. 178,088677974399,Pensiunan
319643,Ibu,Jl. Gatot Subroto No. 194,082506437942,Karyawan Swasta
319645,Kakak,Jl. Ahmad Yani No. 92,084334426567,Pensiunan
319645,Istri,Jl. Cempaka No. 89,085491717673,Ibu Rumah Tangga
319649,Suami,Jl. Pahlawan No. 188,087785010383,Pensiunan
319650,Kakak,Jl. Diponegoro No. 111,087115309285,Buruh
319651,Ibu,Jl. Cempaka No. 108,087605198157,Wiraswasta
319651,Istri,Jl. Veteran No. 114,089949411961,PNS
319652,Suami,Jl. Anggrek No. 5,083642223447,Wiraswasta
319652,Ibu,Jl. Kartini No. 15,081640691201,PNS
319653,Adik,Jl. Kartini No. 102,088654623356,Pensiunan
319654,Wali,Jl. Kartini No. 199,089231814751,Karyawan Swasta
319655,Istri,Jl. Sudirman No. 22,085651421564,Buruh
319656,Adik,Jl. Gatot Subroto No. 21,081213832266,Wiraswasta
